Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	TL
6260	-320269.1	-320172.7	-96.39084	0.971039	0.393388	0.34256	0.521178	0.728836	0.98457	0.700068	0.567202	0.166504	0.175537	0.472526	0.471886	0.272871	0.145193	0.623989	0.691484	0.761757	0.779307	0.0871908	0.345274	0.220564	0.236979	0.0586383	0.0293433	0.74943	0.528896	0.509507	0.811381	0.617892	0.981388	0.684233	0.14433	0.080567	0.0817545	0.113235	0.0772992	0.107965	0.00101494	0.00724302	0.788654	0.0724447	0.0842864	0.609646	0.592593	0.679356	1.4236	0.42518	0.69364	0.118009	0.0671287	0.101266	0.594351	0.0332167	0.0277041	0.0512284	0.061148	0.351202	0.101109	0.153027	0.164358	0.204932	0.642634	0.139953	0.0682359	0.35585	0.145957	0.192038	0.1028	0.0608539	0.116074	0.350333	0.126252	0.0523327	0.181332	0.171523	0.119845	0.10933	0.319832	0.0852054	0.0852928	0.101265	0.144942	0.341484	0.404173	0.205659	0.228175	0.277427	0.523388	0.0781757	0.989883	30.36235
6270	-320263.6	-320168.3	-95.31156	0.685718	0.360948	0.353691	0.49422	0.749283	0.915486	0.683159	0.501415	0.19659	0.178133	0.509099	0.482543	0.248487	0.141663	0.606108	0.706365	0.816646	0.742335	0.106841	0.303623	0.215218	0.246669	0.0543738	0.0144209	0.725087	0.545604	0.488565	0.746248	0.654802	1.03979	0.682082	0.136529	0.0826142	0.0671734	0.10735	0.0699312	0.104026	0.00129916	0.00863796	0.82042	0.0670206	0.0914268	0.618251	0.558095	0.653069	1.35023	0.452338	0.686415	0.136744	0.0507237	0.0971068	0.597192	0.0381014	0.02392	0.0546921	0.0550634	0.376026	0.125091	0.165148	0.115123	0.204803	0.656492	0.194165	0.0428074	0.357195	0.141911	0.227237	0.0829925	0.104145	0.145606	0.359371	0.15783	0.100195	0.157093	0.162816	0.144709	0.0857653	0.36029	0.0832747	0.0983159	0.108355	0.105755	0.400963	0.388788	0.202949	0.276279	0.292028	0.536188	0.0863951	1.08474	30.25442
6280	-320255	-320157.5	-97.48657	0.704795	0.367962	0.368631	0.498755	0.687754	0.970962	0.751777	0.530439	0.188432	0.179724	0.499207	0.530608	0.234607	0.141701	0.632184	0.708505	0.880466	0.754683	0.00548376	0.304251	0.226861	0.226309	0.0791366	0.0183455	0.78012	0.566431	0.484412	0.773449	0.660547	1.01289	0.661787	0.142354	0.0845119	0.0751233	0.107179	0.0717344	0.107776	0.0026284	0.00469609	0.805495	0.0578031	0.0933148	0.620826	0.590454	0.660864	1.3773	0.492721	0.734769	0.123273	0.0601213	0.104313	0.577697	0.0403044	0.0302755	0.0515327	0.0605589	0.337631	0.120658	0.172046	0.118635	0.201219	0.682861	0.155991	0.00372675	0.317023	0.144258	0.224046	0.101063	0.0622441	0.0341578	0.459087	0.152127	0.0605567	0.231237	0.223549	0.12916	0.0817286	0.3441	0.0548738	0.0960732	0.0839432	0.153377	0.372995	0.348035	0.207397	0.220546	0.247287	0.553508	0.171343	1.0966	30.47192
6290	-320261	-320165	-96.00023	0.926287	0.369158	0.390965	0.501543	0.700531	0.919374	0.669362	0.511587	0.195544	0.180432	0.495479	0.462998	0.28201	0.139113	0.597882	0.674492	0.748034	0.753297	0.0885348	0.288505	0.220943	0.243081	0.0647922	0.0269524	0.704121	0.559427	0.484601	0.782589	0.665505	1.05345	0.632247	0.135093	0.0818536	0.062312	0.108897	0.0710775	0.102468	0.00407636	0.00493779	0.798928	0.0774257	0.0837908	0.642021	0.587381	0.643289	1.41997	0.490868	0.683684	0.117887	0.0448753	0.0962188	0.65026	0.0347052	0.0222562	0.0484277	0.0680318	0.353447	0.128214	0.155108	0.125932	0.20162	0.690023	0.165812	0.00104467	0.303542	0.145636	0.217527	0.115389	0.0731434	0.0517543	0.41955	0.161126	0.0580344	0.199143	0.253116	0.1034	0.111784	0.330207	0.0726115	0.0906169	0.11266	0.141979	0.334755	0.407809	0.180749	0.251024	0.287218	0.533919	0.117221	1.01461	30.32329
6300	-320259	-320162.8	-96.16463	0.960162	0.363636	0.378769	0.510019	0.682886	0.987233	0.686141	0.507705	0.187661	0.183312	0.501667	0.47292	0.269753	0.156088	0.600086	0.704351	0.762336	0.743184	0.038511	0.290427	0.199713	0.251902	0.0854657	0.0242663	0.752801	0.572509	0.490191	0.784347	0.646851	1.03857	0.64379	0.130623	0.0763655	0.0783833	0.0983045	0.0655167	0.119448	0.00238877	0.00414712	0.818468	0.0772893	0.0720641	0.636249	0.586656	0.718992	1.27986	0.442845	0.69798	0.108675	0.056328	0.11678	0.634866	0.038741	0.0259491	0.0476075	0.0721009	0.355699	0.116856	0.16309	0.139742	0.212717	0.678722	0.130373	0.00798784	0.352262	0.147766	0.206468	0.102408	0.0891894	0.0425217	0.448492	0.163519	0.0739299	0.195533	0.17877	0.108272	0.104553	0.334437	0.0777441	0.0737048	0.106087	0.139496	0.330708	0.402979	0.204726	0.236455	0.302866	0.439932	0.171037	1.01681	30.33973
6310	-320267.9	-320170.6	-97.29416	0.768516	0.362617	0.340967	0.502299	0.696619	0.963615	0.697406	0.454169	0.177584	0.173236	0.508937	0.492129	0.217844	0.142625	0.655866	0.696218	0.794635	0.770761	0.0404172	0.294261	0.218894	0.264038	0.0595484	0.0293672	0.7704	0.545888	0.499124	0.781958	0.603066	1.0601	0.683897	0.135102	0.0777526	0.0668811	0.110253	0.0649861	0.104741	0.0038026	0.0052712	0.834252	0.0581719	0.0902313	0.627934	0.595527	0.669283	1.44421	0.426836	0.665403	0.114716	0.0848948	0.0898667	0.608883	0.0382239	0.0279748	0.0465584	0.0577624	0.374418	0.0946727	0.179384	0.122605	0.208656	0.638866	0.156754	0.042968	0.300145	0.128747	0.202406	0.0988876	0.0709122	0.098476	0.447535	0.151715	0.0541469	0.216271	0.227008	0.0634038	0.0848184	0.342515	0.0976994	0.0625071	0.107954	0.129328	0.348399	0.384851	0.243689	0.271397	0.288913	0.479687	0.0786372	1.33778	30.45268
6320	-320254.9	-320164	-90.85067	0.405701	0.356693	0.360433	0.472494	0.682446	0.992401	0.698869	0.497043	0.178287	0.173737	0.473432	0.488089	0.200051	0.131897	0.600434	0.681693	0.767989	0.800086	0.0488408	0.285067	0.221798	0.253911	0.037951	0.0339512	0.713408	0.525963	0.503163	0.770394	0.639515	1.0303	0.647485	0.141321	0.0812651	0.0729113	0.0951733	0.0692867	0.115906	0.00481149	0.00413718	0.79942	0.067777	0.087926	0.602976	0.613849	0.675292	1.26732	0.466496	0.706385	0.131267	0.0545793	0.0967082	0.585669	0.0338978	0.030165	0.0468655	0.060044	0.376618	0.106968	0.167308	0.120437	0.228178	0.613522	0.153654	0.0832805	0.305901	0.164253	0.213333	0.0876037	0.0643183	0.0873881	0.398382	0.123431	0.0847986	0.197072	0.237342	0.121824	0.0956403	0.356193	0.0787148	0.0862586	0.0806101	0.135557	0.338845	0.399692	0.209039	0.248171	0.275412	0.488556	0.0836817	1.41138	29.80833
6330	-320258.2	-320165.2	-92.99768	0.504971	0.361078	0.366685	0.494425	0.698507	0.901804	0.70922	0.529143	0.184049	0.182917	0.524253	0.487299	0.259073	0.112811	0.603076	0.685891	0.761039	0.735274	0.00695684	0.290323	0.217362	0.270895	0.0794098	0.0197788	0.704787	0.558834	0.539026	0.76706	0.612032	1.05419	0.676996	0.143486	0.082267	0.0675938	0.109749	0.0685717	0.103715	0.0040805	0.00432879	0.823268	0.0645841	0.0823019	0.60457	0.582076	0.693803	1.4586	0.451062	0.657298	0.114559	0.0741394	0.112764	0.614073	0.0389063	0.0330222	0.052792	0.0624293	0.369122	0.0888085	0.152193	0.120288	0.240222	0.651811	0.135834	0.0913836	0.330924	0.117041	0.210209	0.0878737	0.0793639	0.140795	0.391901	0.180779	0.104523	0.197933	0.227389	0.138926	0.0945984	0.344868	0.0760042	0.0634512	0.116807	0.128851	0.345557	0.350272	0.20762	0.271431	0.255073	0.47452	0.0903014	1.14315	30.02303
6340	-320258.2	-320163.9	-94.34054	0.163529	0.385685	0.368358	0.501649	0.686591	0.968968	0.661536	0.511716	0.196822	0.176468	0.466559	0.513609	0.180614	0.156625	0.587703	0.704832	0.74155	0.752545	0.0373834	0.305734	0.205179	0.239859	0.0588224	0.0229575	0.753928	0.624214	0.459472	0.800688	0.657021	1.07036	0.667495	0.143814	0.0901725	0.0719668	0.111922	0.0672197	0.11034	0.00392907	0.00571455	0.7979	0.0765532	0.0780851	0.587959	0.611498	0.63538	1.40487	0.464802	0.665601	0.139472	0.0544416	0.0848831	0.606575	0.0371332	0.0319459	0.0470886	0.064558	0.362063	0.1077	0.161287	0.110293	0.219039	0.68175	0.0920899	0.0778898	0.32425	0.111786	0.212701	0.108919	0.0811532	0.160123	0.375109	0.175922	0.0991812	0.181498	0.165427	0.126984	0.093202	0.369012	0.0905714	0.0755138	0.102032	0.159909	0.333138	0.36754	0.196524	0.23036	0.27572	0.511065	0.0820461	1.71322	30.15732
6350	-320263.5	-320167	-96.45947	0.0236317	0.373263	0.384589	0.508611	0.66504	1.02354	0.684796	0.548944	0.187345	0.167492	0.481956	0.501498	0.217901	0.136619	0.597946	0.684591	0.792572	0.761664	0.0285555	0.315009	0.223194	0.258777	0.0648131	0.0230559	0.787407	0.567633	0.517069	0.734243	0.671308	1.01066	0.659195	0.133756	0.0788889	0.0762673	0.11377	0.0693341	0.107895	0.00216125	0.00878241	0.832219	0.056992	0.0968269	0.628856	0.59643	0.672523	1.38483	0.458006	0.71447	0.113727	0.0420013	0.0963902	0.629726	0.0399195	0.0274597	0.0416403	0.0657112	0.358817	0.10322	0.178928	0.130367	0.180781	0.680032	0.150535	0.0159096	0.306427	0.0773776	0.219884	0.113752	0.0705837	0.185805	0.358975	0.155659	0.135954	0.187399	0.217393	0.161382	0.114089	0.362755	0.0551378	0.0794448	0.113494	0.14985	0.319208	0.357506	0.162402	0.248952	0.22012	0.503941	0.157291	1.84433	30.36921
6360	-320263.7	-320170	-93.6827	0.0849285	0.363246	0.378631	0.509055	0.678928	0.948892	0.728277	0.525662	0.170902	0.193591	0.468403	0.481514	0.227111	0.109806	0.558557	0.644504	0.713318	0.740424	0.0176948	0.307182	0.205892	0.244938	0.103602	0.0189333	0.813342	0.550499	0.494838	0.73989	0.635572	1.0279	0.63891	0.12697	0.0888201	0.0705246	0.101839	0.0675227	0.103867	0.00169839	0.00665162	0.765188	0.0704264	0.0919538	0.638243	0.616703	0.656572	1.4236	0.433548	0.656278	0.123265	0.0852859	0.082917	0.596006	0.0400781	0.0281136	0.0509564	0.0748024	0.373503	0.114816	0.198213	0.143763	0.19055	0.627387	0.132606	0.0859016	0.339377	0.116433	0.21346	0.0967451	0.059831	0.167715	0.329399	0.116861	0.134925	0.184965	0.270116	0.122652	0.11033	0.355602	0.0814166	0.0875286	0.113955	0.138251	0.367271	0.375689	0.209791	0.246059	0.280597	0.487908	0.114323	1.77683	30.09154
6370	-320280.1	-320185.1	-95.04831	0.196788	0.37855	0.345023	0.513371	0.69696	0.946753	0.678423	0.478382	0.178765	0.180924	0.490798	0.502343	0.205085	0.127761	0.655805	0.646533	0.761087	0.705169	0.0426778	0.315633	0.195167	0.215163	0.0724748	0.017478	0.82801	0.604536	0.491695	0.755121	0.66023	1.02963	0.661862	0.124116	0.0764084	0.0612391	0.0936061	0.0632417	0.110066	0.00284553	0.00704125	0.797681	0.055186	0.0940542	0.607081	0.620128	0.656424	1.36052	0.419916	0.696956	0.147111	0.0646956	0.08399	0.610223	0.0331346	0.0287324	0.0481487	0.0778683	0.352408	0.128027	0.162468	0.127023	0.250038	0.638491	0.119581	0.102235	0.321093	0.191521	0.228133	0.107645	0.104989	0.184953	0.315048	0.165915	0.0558405	0.19285	0.238129	0.134748	0.0921413	0.363217	0.0907565	0.0902339	0.0942928	0.143964	0.403822	0.369629	0.202062	0.236492	0.307228	0.46229	0.0934541	1.63876	30.2281
6380	-320259.7	-320164	-95.70449	0.342644	0.359759	0.357282	0.517932	0.687416	1.01609	0.739784	0.528618	0.197864	0.171877	0.505233	0.516328	0.237908	0.165335	0.58649	0.666791	0.755578	0.785992	0.0342544	0.318462	0.187829	0.225915	0.078115	0.0303135	0.750335	0.538454	0.523565	0.781184	0.613808	1.02525	0.633749	0.144994	0.0843519	0.0664317	0.107785	0.0658656	0.100013	0.00307539	0.00760204	0.771806	0.0612625	0.08409	0.627683	0.601974	0.649782	1.42075	0.461685	0.675005	0.132291	0.0706212	0.0914598	0.629293	0.0324098	0.0324559	0.0479368	0.0557818	0.380516	0.102987	0.177261	0.121855	0.236752	0.666742	0.191154	0.0750977	0.320708	0.131545	0.225122	0.113452	0.105478	0.136376	0.343384	0.13786	0.0913155	0.162321	0.240956	0.140763	0.0975614	0.331215	0.0734714	0.0887392	0.0915133	0.154195	0.340248	0.358776	0.182745	0.203206	0.300026	0.426954	0.0894714	1.54739	30.29371
6390	-320261.5	-320168.4	-93.12424	0.0943513	0.369746	0.414565	0.504435	0.689414	0.946179	0.700343	0.523298	0.203539	0.175027	0.470623	0.512241	0.178045	0.153329	0.561587	0.674204	0.724117	0.774124	0.000974492	0.28459	0.212018	0.248821	0.0733355	0.025931	0.715205	0.54406	0.508481	0.797051	0.636152	1.05416	0.642934	0.135233	0.0797803	0.0682855	0.11026	0.0694462	0.098046	0.00267548	0.00520778	0.828262	0.0817859	0.0827337	0.623844	0.577122	0.656606	1.40286	0.467204	0.640224	0.126896	0.0810473	0.104744	0.600256	0.0409744	0.0287431	0.0476837	0.0620288	0.354978	0.14185	0.158486	0.108268	0.212908	0.605292	0.168016	0.00569131	0.330938	0.157391	0.19879	0.115964	0.0948994	0.133225	0.351919	0.144444	0.118776	0.207712	0.205787	0.120316	0.0714281	0.330658	0.0686141	0.104488	0.0956288	0.162175	0.369781	0.359886	0.186806	0.19669	0.281151	0.491695	0.124203	1.82201	30.03569
6400	-320258.1	-320162.8	-95.26427	0.22106	0.366939	0.405217	0.486089	0.648186	0.959829	0.719293	0.501482	0.190976	0.162378	0.50529	0.523961	0.181463	0.173232	0.627542	0.691921	0.732474	0.733207	0.0196132	0.323668	0.214151	0.23555	0.0671175	0.014297	0.744458	0.548773	0.491395	0.752902	0.650833	1.07184	0.646143	0.134611	0.0868055	0.0654494	0.105979	0.0592161	0.104893	0.00357968	0.00334144	0.799395	0.0748234	0.0821457	0.656083	0.583096	0.682593	1.49052	0.451253	0.689607	0.128341	0.0590309	0.116911	0.620861	0.038125	0.0241988	0.0510183	0.0557152	0.366568	0.106447	0.182814	0.0953838	0.243419	0.621006	0.126505	0.0985149	0.331537	0.144599	0.20383	0.102693	0.0603228	0.114292	0.390843	0.143996	0.121212	0.204188	0.179098	0.122849	0.0947948	0.350954	0.0691533	0.0653728	0.100399	0.15831	0.334075	0.397424	0.201096	0.290786	0.295058	0.492236	0.0540757	1.60698	30.24969
6410	-320266.7	-320173.7	-92.99451	0.205862	0.394347	0.360649	0.553203	0.692996	0.962919	0.729365	0.476709	0.200981	0.173838	0.510401	0.494543	0.242119	0.196845	0.638098	0.680811	0.697307	0.738408	0.0407527	0.294721	0.230905	0.259135	0.0603283	0.0253209	0.710255	0.533235	0.478036	0.764147	0.656088	1.00072	0.657529	0.140338	0.0829103	0.0653281	0.107113	0.0698383	0.099662	0.00214683	0.00545762	0.840976	0.0715947	0.0676524	0.610838	0.558728	0.669688	1.3658	0.470185	0.687507	0.135541	0.0545857	0.113617	0.586837	0.0342295	0.0311734	0.0537912	0.0560405	0.391943	0.102625	0.181345	0.115061	0.184892	0.685146	0.131823	0.11097	0.34048	0.157687	0.220228	0.0986451	0.077746	0.110099	0.395117	0.136847	0.0857485	0.217025	0.188478	0.14874	0.103661	0.354678	0.0722684	0.0662285	0.0736051	0.137232	0.374301	0.31268	0.196961	0.228065	0.286258	0.493559	0.0630588	1.53736	30.02272
6420	-320255.7	-320160	-95.71697	0.043235	0.383578	0.360606	0.512295	0.686156	0.964576	0.741077	0.551966	0.182862	0.185735	0.471572	0.506938	0.196288	0.15115	0.600161	0.698431	0.771297	0.783313	0.0281031	0.313814	0.208149	0.234572	0.0565939	0.0205673	0.775116	0.574631	0.52519	0.823653	0.640784	1.08469	0.675853	0.141363	0.0932374	0.0666617	0.107575	0.0657153	0.100227	0.00392189	0.00585107	0.81098	0.0715885	0.0845661	0.629985	0.617991	0.64748	1.33978	0.467502	0.688713	0.133732	0.0396054	0.100574	0.59654	0.0352262	0.0261092	0.0564209	0.0552699	0.374826	0.115287	0.166084	0.0838374	0.203601	0.660283	0.159773	0.0646947	0.352193	0.132287	0.225039	0.104639	0.0705561	0.0593424	0.460013	0.131213	0.115836	0.170113	0.184133	0.118611	0.103163	0.342812	0.0702222	0.0555967	0.113885	0.129575	0.309887	0.366802	0.185048	0.251408	0.265801	0.491325	0.0856173	1.83189	30.29496
6430	-320266	-320171.5	-94.4847	0.152107	0.350887	0.379907	0.500019	0.693367	1.00766	0.753626	0.498814	0.177231	0.166165	0.482499	0.50841	0.182071	0.211676	0.568143	0.696188	0.736026	0.741046	0.00351988	0.26392	0.234995	0.244093	0.0523011	0.0229353	0.72541	0.559865	0.499672	0.76474	0.672297	1.04539	0.667628	0.141168	0.0788258	0.0632455	0.112248	0.0645501	0.0988915	0.00301072	0.00552943	0.83512	0.0765641	0.083399	0.60671	0.555394	0.695201	1.31714	0.490586	0.658591	0.135063	0.0617242	0.0838296	0.610832	0.0439361	0.0320671	0.0483396	0.0636957	0.369076	0.110842	0.168221	0.117194	0.247114	0.688175	0.199171	0.0571534	0.344762	0.104827	0.247172	0.0881911	0.0721141	0.0804915	0.43903	0.150401	0.0686158	0.23296	0.116131	0.153165	0.109327	0.337662	0.0589261	0.107933	0.103443	0.148245	0.325248	0.335776	0.184966	0.269458	0.284785	0.480911	0.0749842	1.76699	30.17174
6440	-320257.7	-320163.2	-94.50394	0.00511171	0.408355	0.349387	0.512595	0.709974	0.909227	0.722566	0.501631	0.187741	0.178941	0.495408	0.516577	0.250718	0.13932	0.599682	0.671456	0.806476	0.779793	0.00839962	0.288716	0.212122	0.247785	0.0464719	0.0212588	0.75544	0.594935	0.508618	0.729002	0.648749	1.04319	0.631906	0.132018	0.0787816	0.0707529	0.117916	0.0701189	0.111556	0.00340529	0.00443792	0.771961	0.0604735	0.0928019	0.640537	0.573897	0.685965	1.32941	0.448142	0.698426	0.130554	0.0554676	0.0961332	0.597006	0.041852	0.020669	0.0518513	0.0607667	0.372815	0.139459	0.162466	0.122566	0.220758	0.669865	0.194473	0.0487179	0.294436	0.1679	0.229229	0.103876	0.0666825	0.10662	0.382437	0.159542	0.0716045	0.1902	0.166913	0.140425	0.0934552	0.330309	0.0933936	0.0786705	0.10914	0.142478	0.338777	0.367889	0.17251	0.232281	0.280607	0.50833	0.0601709	1.92821	30.17366
6450	-320264.4	-320169.3	-95.15616	0.546187	0.368766	0.361278	0.459777	0.694455	0.964784	0.651061	0.539206	0.182288	0.176859	0.455545	0.463006	0.163847	0.150155	0.577038	0.646964	0.794795	0.776102	0.0515848	0.272535	0.206455	0.228516	0.0634729	0.0169553	0.798454	0.571319	0.49114	0.77873	0.654834	1.0252	0.65965	0.148207	0.0781604	0.0738753	0.10365	0.0742479	0.105016	0.00348561	0.00676072	0.819643	0.0736107	0.0802262	0.658343	0.636114	0.667033	1.35763	0.460913	0.691275	0.111057	0.0648144	0.0991939	0.605741	0.0402243	0.0249188	0.0537158	0.0530706	0.363873	0.120142	0.15194	0.125053	0.207143	0.648115	0.169401	0.0778449	0.310666	0.151981	0.219224	0.12105	0.0869985	0.119234	0.381779	0.118044	0.10048	0.222683	0.170872	0.104929	0.129864	0.3455	0.0687857	0.0916857	0.107124	0.141844	0.352415	0.359567	0.211897	0.236414	0.224072	0.458356	0.116972	1.54104	30.23888
6460	-320252.5	-320159.4	-93.04928	0.424744	0.401931	0.345749	0.515571	0.725034	0.949341	0.662172	0.516932	0.184681	0.189465	0.505684	0.484252	0.198571	0.158984	0.610559	0.657513	0.698601	0.821117	0.00831269	0.289636	0.210923	0.250951	0.0536136	0.0337111	0.767704	0.553902	0.508325	0.788643	0.641571	1.05556	0.641295	0.144158	0.0823857	0.0633651	0.108755	0.0712007	0.0992576	0.0036811	0.00582462	0.801347	0.0766355	0.0740697	0.608304	0.576746	0.671527	1.37167	0.4297	0.667666	0.124092	0.0664638	0.0895681	0.592984	0.038545	0.0323844	0.0489096	0.061944	0.341264	0.11469	0.167867	0.126859	0.203428	0.648519	0.17887	0.0791638	0.32687	0.139514	0.222479	0.103262	0.0686142	0.102597	0.363544	0.174059	0.0829379	0.159287	0.20975	0.102007	0.0936778	0.332061	0.0646641	0.0805741	0.122766	0.144804	0.374483	0.416712	0.210782	0.268571	0.288088	0.480097	0.08593	1.38317	30.02819
6470	-320262.1	-320165.8	-96.34356	0.287497	0.394472	0.366679	0.503146	0.720617	1.02019	0.693346	0.511794	0.2019	0.166572	0.496639	0.516871	0.273807	0.16171	0.620412	0.659123	0.792427	0.75979	0.0406909	0.351245	0.236102	0.25554	0.0609197	0.0173504	0.746237	0.56246	0.467948	0.754532	0.653506	1.03477	0.671397	0.148404	0.0815193	0.068545	0.111857	0.068353	0.107792	0.00468238	0.00682095	0.811608	0.0804441	0.0796465	0.609647	0.576278	0.657092	1.3312	0.470042	0.681441	0.106396	0.0687645	0.0867666	0.610928	0.0376995	0.0315562	0.0518877	0.0590458	0.331087	0.132036	0.178063	0.125695	0.17473	0.684216	0.191257	0.0310514	0.288396	0.160968	0.228859	0.098374	0.0682908	0.153996	0.377958	0.144257	0.0902298	0.151053	0.19794	0.139825	0.0886401	0.300941	0.0727625	0.089903	0.107536	0.136706	0.346773	0.382385	0.18243	0.253993	0.28945	0.562622	0.110694	1.5364	30.35762
6480	-320258	-320161.4	-96.56745	0.192586	0.387146	0.333584	0.500088	0.731329	0.979704	0.696799	0.51343	0.186841	0.152341	0.477368	0.523615	0.188144	0.135552	0.615292	0.674261	0.780363	0.753315	0.00837868	0.309799	0.227242	0.250137	0.0617665	0.0315862	0.739112	0.612716	0.480426	0.787862	0.654984	1.00224	0.665335	0.147905	0.0906214	0.065384	0.106374	0.0621079	0.112243	0.00380819	0.00570923	0.820695	0.069536	0.0893574	0.617787	0.573053	0.655335	1.39543	0.469317	0.704862	0.117135	0.0513144	0.0889561	0.638372	0.0381946	0.0232397	0.0530689	0.0534644	0.374941	0.10512	0.177225	0.101425	0.204818	0.676203	0.194787	0.0811697	0.327975	0.139756	0.221178	0.108939	0.0496723	0.13269	0.353024	0.128932	0.112525	0.176011	0.184877	0.152454	0.0996661	0.351795	0.0710108	0.0688216	0.105474	0.175962	0.34405	0.380246	0.234756	0.229716	0.237186	0.508403	0.0924775	1.77011	30.38001
6490	-320257.1	-320161.6	-95.41625	0.188162	0.354757	0.381604	0.500784	0.679859	0.923445	0.704501	0.506336	0.175847	0.183103	0.470055	0.544232	0.213836	0.128127	0.623869	0.649788	0.744075	0.760932	0.0789535	0.305352	0.23804	0.251647	0.0709832	0.0272573	0.782945	0.538241	0.502548	0.808374	0.632786	0.995067	0.654592	0.13525	0.075912	0.0630439	0.11419	0.070256	0.108787	0.00364936	0.00490441	0.827154	0.0817524	0.0757008	0.626505	0.618365	0.693844	1.43359	0.427514	0.708022	0.144357	0.0552565	0.0989801	0.644083	0.0402626	0.032508	0.0497816	0.0694864	0.367009	0.107881	0.158025	0.128453	0.201426	0.657406	0.145637	0.0757115	0.294178	0.138274	0.21355	0.107344	0.0664594	0.184308	0.324624	0.187661	0.0689361	0.224492	0.234521	0.1269	0.0870709	0.339091	0.0803804	0.0622973	0.114284	0.145007	0.363763	0.36688	0.206134	0.291069	0.256711	0.495609	0.0783035	1.54223	30.26489
6500	-320259.4	-320166.2	-93.19872	0.338485	0.347243	0.389599	0.493966	0.678892	0.919288	0.721942	0.522489	0.182241	0.177433	0.495934	0.502944	0.256939	0.13572	0.628373	0.721525	0.724801	0.753627	0.00559992	0.37639	0.206986	0.242138	0.0631768	0.0312137	0.779629	0.552603	0.525798	0.805573	0.626898	0.998375	0.63973	0.148997	0.0869286	0.0657255	0.107769	0.0713516	0.108166	0.00415124	0.00526034	0.81942	0.0569889	0.099622	0.618507	0.626295	0.645798	1.33082	0.472027	0.689134	0.120665	0.0648855	0.118515	0.60621	0.0344678	0.0255655	0.0545819	0.0626809	0.352709	0.10315	0.17204	0.118552	0.209698	0.688087	0.114379	0.0823792	0.324355	0.142888	0.215194	0.101089	0.0787077	0.190578	0.26884	0.143293	0.116851	0.176136	0.245515	0.115933	0.087351	0.32788	0.0699175	0.0723772	0.116402	0.13767	0.335598	0.392607	0.197416	0.235319	0.266734	0.455596	0.091759	1.40605	30.04314
6510	-320271.4	-320178.3	-93.13002	0.544463	0.362513	0.381131	0.469876	0.688681	0.987688	0.763019	0.552686	0.188084	0.186834	0.473905	0.504821	0.194155	0.20245	0.596085	0.670894	0.773755	0.817195	0.00747134	0.268496	0.192071	0.223061	0.0937985	0.0115736	0.7881	0.544397	0.483604	0.779672	0.658297	1.04254	0.639951	0.144497	0.0746974	0.0664441	0.108631	0.0737533	0.103799	0.00316195	0.00634162	0.843339	0.0664657	0.0723593	0.591163	0.578471	0.684755	1.36196	0.44192	0.700188	0.122698	0.0778625	0.0857067	0.600958	0.0349402	0.0283154	0.0526337	0.047934	0.338129	0.138842	0.151808	0.113245	0.196706	0.645228	0.11557	0.111884	0.329012	0.128257	0.206843	0.146735	0.0656275	0.219694	0.268192	0.140495	0.0766898	0.210958	0.153934	0.124405	0.0885543	0.329661	0.0587944	0.0949924	0.0860518	0.151606	0.346558	0.36678	0.215865	0.217905	0.284731	0.496968	0.14551	1.20578	30.03627
6520	-320264	-320168.7	-95.26002	0.258864	0.394008	0.354815	0.504199	0.728118	0.95189	0.67377	0.518662	0.193591	0.170116	0.497228	0.479036	0.196362	0.142342	0.609457	0.673531	0.838196	0.75291	0.0174412	0.375622	0.238887	0.243149	0.0547972	0.0247782	0.760115	0.564476	0.509519	0.746267	0.666765	1.04923	0.670407	0.148066	0.0915238	0.0733343	0.118236	0.0676923	0.101762	0.00378402	0.00339799	0.773674	0.0635124	0.0793269	0.591499	0.608077	0.716556	1.42151	0.443652	0.698911	0.122569	0.0585196	0.1243	0.635494	0.0323531	0.02749	0.047109	0.0575498	0.359467	0.107593	0.152529	0.111359	0.211391	0.649268	0.121399	0.0979366	0.32488	0.140616	0.200172	0.0965824	0.087293	0.216114	0.290602	0.165942	0.0808921	0.182993	0.174274	0.106994	0.0986334	0.367687	0.064415	0.0907848	0.100053	0.15192	0.357366	0.36082	0.201967	0.272441	0.303455	0.471123	0.111938	1.44992	30.24927
