Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	TL
530	-320259	-320165.2	-93.76871	0.0688191	0.379651	0.384454	0.505028	0.666935	0.963589	0.712785	0.555161	0.178455	0.179354	0.498165	0.489875	0.199271	0.159058	0.600633	0.649051	0.790825	0.777579	0.0217451	0.324969	0.247397	0.22779	0.0918209	0.0178106	0.756078	0.55511	0.515949	0.707511	0.660206	0.974178	0.660836	0.139209	0.0776347	0.070471	0.108168	0.0642849	0.0943256	0.00240544	0.00579786	0.810434	0.0677099	0.0811454	0.6191	0.596941	0.692977	1.45098	0.436489	0.693937	0.135589	0.0692468	0.105494	0.594355	0.0400709	0.0266377	0.0488608	0.0673835	0.379509	0.118519	0.1736	0.131644	0.190433	0.672232	0.176313	0.0246967	0.324323	0.14508	0.239971	0.0872266	0.0660627	0.0806021	0.398846	0.140105	0.0550501	0.199564	0.2128	0.106769	0.0702419	0.341836	0.063829	0.129913	0.0829628	0.143053	0.376973	0.379517	0.167347	0.229568	0.29398	0.494774	0.122682	1.66038	30.10014
540	-320261.4	-320164.3	-97.0918	0.0948771	0.39274	0.372565	0.529536	0.677503	0.959368	0.764038	0.514172	0.182548	0.193362	0.464438	0.487954	0.2271	0.134096	0.606203	0.661883	0.822151	0.773636	0.00279956	0.306654	0.24162	0.238145	0.0977599	0.0130464	0.783279	0.55733	0.47474	0.760194	0.647204	1.03201	0.662936	0.125576	0.0816687	0.0746838	0.105824	0.0726553	0.120878	0.00343873	0.00603341	0.765696	0.0812566	0.079867	0.60317	0.579147	0.660885	1.3748	0.468652	0.677228	0.118575	0.0664991	0.089335	0.620632	0.0402842	0.0307124	0.0522366	0.0709534	0.340482	0.124096	0.178693	0.132301	0.191983	0.694299	0.195964	0.0212756	0.338328	0.132028	0.228368	0.107642	0.0422762	0.10695	0.371493	0.199394	0.102793	0.148509	0.169769	0.137523	0.100438	0.373987	0.0713145	0.073034	0.10162	0.145736	0.340437	0.365537	0.196704	0.249638	0.216089	0.524026	0.106041	1.9571	30.43245
550	-320249.5	-320151.1	-98.35324	0.262015	0.368396	0.349025	0.507976	0.708237	0.986741	0.670873	0.553051	0.176901	0.177899	0.507804	0.474613	0.22969	0.146261	0.612857	0.674263	0.775277	0.776001	0.000227443	0.295987	0.240472	0.26129	0.092564	0.0225642	0.747475	0.57034	0.467735	0.772451	0.655158	1.02908	0.681281	0.139046	0.0810541	0.0723869	0.0980204	0.0761505	0.105737	0.00312346	0.00517818	0.809873	0.0717243	0.0827481	0.599559	0.602652	0.667368	1.45207	0.489643	0.707134	0.130488	0.052921	0.091066	0.595855	0.0392159	0.0275294	0.0522697	0.0708305	0.37014	0.118555	0.144556	0.132095	0.212363	0.653812	0.152083	0.0325925	0.372427	0.126838	0.199572	0.115243	0.0592577	0.0367551	0.431039	0.128355	0.105603	0.180489	0.23168	0.128537	0.107995	0.358322	0.0554168	0.106531	0.103563	0.140241	0.349579	0.395112	0.198094	0.231518	0.255881	0.527057	0.108394	1.77075	30.55859
560	-320260.8	-320165.5	-95.32636	0.450559	0.378933	0.351314	0.49906	0.731643	0.915113	0.711507	0.517618	0.18646	0.176288	0.510551	0.492425	0.200124	0.156711	0.55558	0.612694	0.800802	0.734977	0.0137721	0.318196	0.234746	0.257804	0.0658356	0.0227884	0.787027	0.543764	0.463282	0.769359	0.666471	1.02353	0.677122	0.127858	0.0753588	0.072738	0.106921	0.0657515	0.110089	0.00316616	0.00370839	0.808665	0.058866	0.10109	0.634913	0.605175	0.688784	1.3343	0.437604	0.675003	0.155453	0.0391374	0.116215	0.629082	0.0358124	0.032347	0.0519183	0.0682166	0.363951	0.103605	0.169954	0.100733	0.239298	0.671746	0.167696	0.0380955	0.34771	0.148615	0.216035	0.0964562	0.0565546	0.0212421	0.503881	0.152106	0.0685773	0.22778	0.225714	0.129633	0.109058	0.365672	0.0777435	0.0730088	0.102641	0.19161	0.341005	0.374343	0.208853	0.20853	0.253983	0.501308	0.110597	1.42394	30.2559
570	-320254.7	-320162.2	-92.5534	0.432989	0.358147	0.386285	0.558839	0.706142	0.99466	0.702443	0.517694	0.175008	0.187317	0.451255	0.500389	0.208964	0.139488	0.584472	0.692319	0.746186	0.763573	0.00986327	0.286888	0.247022	0.237335	0.0933689	0.0219021	0.726359	0.551366	0.526728	0.743225	0.671365	0.989039	0.655369	0.133058	0.0849233	0.0698147	0.118064	0.0659524	0.10463	0.0017866	0.00683121	0.832862	0.0718435	0.0762359	0.609588	0.575771	0.655766	1.2798	0.453606	0.665882	0.14983	0.0577101	0.0903606	0.626851	0.0397163	0.0272879	0.045199	0.0671944	0.376317	0.133107	0.166292	0.136945	0.222128	0.655408	0.135687	0.0709955	0.34688	0.120555	0.206098	0.107904	0.0719666	0.00979436	0.494307	0.139416	0.117091	0.157027	0.227639	0.102914	0.0905726	0.316451	0.0838481	0.0861588	0.101305	0.169074	0.331132	0.362239	0.192726	0.229692	0.270335	0.450332	0.143521	1.37619	29.97861
580	-320268.5	-320173.3	-95.1357	0.500147	0.408659	0.345071	0.517392	0.671625	0.94318	0.697277	0.522052	0.177538	0.16612	0.504843	0.498999	0.228027	0.125881	0.605	0.679865	0.736166	0.795885	0.169313	0.325882	0.204199	0.242926	0.0584894	0.0165255	0.722136	0.604864	0.422624	0.798713	0.654899	1.01015	0.662194	0.134559	0.0746208	0.0645669	0.106432	0.0730901	0.110655	0.00246265	0.00525213	0.788028	0.056241	0.081687	0.618782	0.583276	0.676086	1.46879	0.429212	0.716065	0.132279	0.0568538	0.100863	0.61658	0.0434441	0.0240621	0.0585609	0.0661902	0.363761	0.110577	0.165529	0.134234	0.193899	0.578169	0.150674	0.0699588	0.394054	0.152003	0.225597	0.0931706	0.0697819	0.000643364	0.494488	0.137639	0.094021	0.210265	0.235857	0.114108	0.0947865	0.370314	0.0693009	0.0761785	0.12519	0.134978	0.313927	0.354337	0.183667	0.236846	0.294432	0.456276	0.116791	1.3161	30.23684
590	-320257.7	-320165.4	-92.22831	0.118063	0.369567	0.372126	0.517925	0.655446	0.972418	0.700097	0.520971	0.183193	0.176797	0.502302	0.495532	0.243524	0.161938	0.601813	0.660904	0.803371	0.728606	0.00946226	0.328889	0.217731	0.221608	0.0510458	0.0146564	0.722197	0.581741	0.497962	0.808619	0.635684	1.00524	0.699064	0.134486	0.0860555	0.0730817	0.111561	0.0737361	0.111022	0.00263291	0.00669335	0.80128	0.0600816	0.101734	0.604248	0.562923	0.699734	1.25654	0.466546	0.678635	0.109659	0.0724327	0.0937553	0.618666	0.0357647	0.0249596	0.0469443	0.0709235	0.349563	0.105913	0.142084	0.135284	0.23389	0.635336	0.166429	0.0995005	0.305486	0.148157	0.216508	0.119251	0.0595116	0.00281081	0.485198	0.129259	0.0654826	0.213195	0.174141	0.107601	0.0860212	0.339824	0.0618664	0.0863787	0.110428	0.143454	0.324174	0.344426	0.198944	0.269717	0.246768	0.490869	0.0726261	1.79341	29.9461
600	-320263.9	-320171.5	-92.34455	0.053199	0.350786	0.39814	0.533115	0.679493	0.993523	0.637554	0.499059	0.187683	0.171045	0.477205	0.454815	0.281897	0.138061	0.567453	0.669948	0.751519	0.767326	0.00258855	0.321197	0.226147	0.247058	0.074962	0.03529	0.704809	0.579479	0.507129	0.761174	0.623328	1.05221	0.686914	0.138722	0.0855762	0.0743162	0.0986848	0.0717293	0.107602	0.0031459	0.00472239	0.81616	0.0886634	0.0830345	0.609857	0.613315	0.668076	1.40939	0.427933	0.687756	0.114832	0.0690918	0.0786726	0.628567	0.0467001	0.0265323	0.0473928	0.0746831	0.360724	0.122241	0.158961	0.128031	0.212114	0.619883	0.187646	0.0912255	0.300233	0.152769	0.193552	0.095683	0.067139	0.047302	0.437499	0.153968	0.0960519	0.177132	0.190455	0.13111	0.115001	0.32439	0.0860311	0.0870663	0.115983	0.141963	0.351342	0.339333	0.193383	0.223353	0.249182	0.478925	0.0371458	1.78164	29.95772
610	-320265.2	-320171.7	-93.40581	0.271865	0.414551	0.361674	0.497655	0.651319	0.944613	0.690007	0.4935	0.192871	0.17485	0.514185	0.498975	0.198899	0.119664	0.574134	0.636849	0.802119	0.751491	0.00291305	0.252968	0.215608	0.233553	0.0785872	0.0233681	0.738205	0.556945	0.495786	0.730038	0.636448	1.05352	0.640769	0.135111	0.080837	0.073358	0.117129	0.0705446	0.10759	0.00146047	0.00850614	0.810763	0.0644909	0.0965435	0.61662	0.606936	0.665284	1.47625	0.467394	0.672722	0.126207	0.0882724	0.0786317	0.618397	0.0371202	0.0304323	0.0546541	0.0660541	0.343084	0.110023	0.166118	0.137907	0.217516	0.619116	0.162967	0.0702541	0.35842	0.117458	0.223572	0.0955286	0.0635449	0.0721878	0.416448	0.124651	0.0816322	0.216951	0.245627	0.145465	0.108621	0.351759	0.0821737	0.082536	0.106542	0.131554	0.356867	0.339009	0.192054	0.290925	0.301591	0.555584	0.047695	1.50923	30.06385
620	-320259.4	-320164.8	-94.61108	0.110878	0.376932	0.341614	0.477	0.680394	0.938302	0.734763	0.516313	0.185057	0.177717	0.470785	0.489744	0.211221	0.188005	0.601767	0.677886	0.780247	0.795719	0.02891	0.294277	0.22641	0.237141	0.083323	0.0151959	0.771498	0.550038	0.490286	0.75403	0.603683	1.05687	0.663939	0.132975	0.0800513	0.0655472	0.113662	0.0748077	0.11128	0.00223707	0.00456122	0.818609	0.0687004	0.0842567	0.630426	0.597369	0.693502	1.30911	0.458158	0.671201	0.123189	0.0695476	0.0787396	0.650479	0.0431406	0.0291224	0.0465762	0.0712326	0.37143	0.107404	0.167265	0.112414	0.189957	0.685752	0.157005	0.142378	0.326073	0.147398	0.218647	0.106095	0.0717239	0.00859293	0.437591	0.196098	0.070165	0.14755	0.207679	0.105227	0.0757585	0.331211	0.080327	0.0670487	0.120256	0.161107	0.381312	0.383561	0.203693	0.251298	0.232139	0.49629	0.0414325	1.82407	30.18437
630	-320263	-320167.1	-95.93949	0.511419	0.37245	0.367782	0.466005	0.67365	0.937259	0.689601	0.512112	0.197255	0.178941	0.453882	0.502043	0.270637	0.131753	0.596684	0.665572	0.774362	0.788674	0.14765	0.297377	0.218543	0.230284	0.0697455	0.0182574	0.764589	0.566466	0.473089	0.772214	0.646162	1.07928	0.652207	0.13349	0.0874752	0.0680773	0.109245	0.0585911	0.108	0.00352868	0.00490623	0.827841	0.0633996	0.0760881	0.603323	0.568039	0.695949	1.35848	0.444233	0.690905	0.124163	0.0614661	0.0717519	0.600779	0.0483731	0.0224178	0.0488161	0.0648682	0.364029	0.120658	0.17929	0.103023	0.242152	0.626504	0.151477	0.0627789	0.339557	0.0971121	0.230564	0.105062	0.0720771	0.00869291	0.506587	0.15834	0.109332	0.149636	0.184631	0.132252	0.103928	0.350206	0.0789675	0.104652	0.116535	0.11565	0.388093	0.412969	0.182968	0.269237	0.236183	0.553749	0.100021	1.39015	30.31722
640	-320264.5	-320169.1	-95.42792	0.441915	0.378306	0.375897	0.520416	0.703913	0.901068	0.728924	0.534601	0.176937	0.159455	0.49784	0.48089	0.180118	0.124023	0.643826	0.733775	0.827336	0.744615	0.0546775	0.32636	0.208615	0.258459	0.0987273	0.0200991	0.761056	0.566034	0.522768	0.772731	0.64531	1.01397	0.6683	0.136863	0.0868837	0.0671108	0.107453	0.0777421	0.106624	0.00534806	0.00386296	0.798692	0.0647157	0.088923	0.64408	0.616309	0.644928	1.38145	0.42588	0.703405	0.122324	0.0873084	0.0971217	0.620882	0.0326552	0.0288056	0.0475701	0.0588213	0.341805	0.112149	0.15681	0.138532	0.189471	0.601634	0.182128	0.0487433	0.324883	0.121131	0.234027	0.0979457	0.0766992	0.0125802	0.537372	0.140978	0.0923377	0.1659	0.209997	0.093085	0.0840688	0.32747	0.0756368	0.0846704	0.101355	0.131284	0.382507	0.390662	0.187982	0.238099	0.259217	0.463384	0.0754761	1.45931	30.26606
650	-320272.6	-320177	-95.5753	0.460058	0.367173	0.364259	0.486153	0.646968	1.06187	0.702767	0.512066	0.171396	0.164175	0.522538	0.451641	0.283683	0.19365	0.615461	0.735883	0.787811	0.705256	0.0779038	0.317988	0.22592	0.247215	0.0551927	0.025923	0.775359	0.580936	0.490815	0.752248	0.632127	1.0209	0.683338	0.131354	0.074776	0.0750156	0.109232	0.0643945	0.108506	0.00365553	0.00554452	0.81406	0.0711158	0.0761865	0.586686	0.601985	0.697509	1.4663	0.452071	0.675166	0.149253	0.0675027	0.082763	0.592017	0.0384747	0.0255096	0.0470829	0.0602417	0.370039	0.109839	0.158701	0.121366	0.241565	0.607137	0.165681	0.0963222	0.331331	0.112587	0.235894	0.0979463	0.0516208	0.0332133	0.445504	0.156214	0.0963792	0.186531	0.169608	0.102599	0.096677	0.346158	0.0649878	0.0617827	0.135316	0.152404	0.360062	0.345697	0.213466	0.256729	0.252495	0.400965	0.0899547	1.41894	30.2808
660	-320263.5	-320168.6	-94.91195	0.56584	0.33948	0.378729	0.497258	0.673732	1.06437	0.71632	0.521399	0.177603	0.184955	0.503849	0.497821	0.193111	0.115531	0.562991	0.655523	0.696478	0.829941	0.0211167	0.284252	0.201659	0.230027	0.0524179	0.0242369	0.741341	0.582615	0.519145	0.815999	0.630572	1.06352	0.641837	0.142593	0.0821939	0.0673463	0.108584	0.0678009	0.106995	0.00150632	0.00610763	0.78945	0.0609215	0.104157	0.616164	0.579139	0.662499	1.38472	0.443952	0.66741	0.154561	0.0559248	0.0850314	0.596045	0.0348519	0.0293492	0.053838	0.0627903	0.346761	0.101492	0.177444	0.127282	0.230056	0.691839	0.158124	0.0613109	0.303266	0.119049	0.215096	0.122269	0.0737864	0.0391618	0.461307	0.126693	0.052772	0.202452	0.20682	0.146376	0.101827	0.339128	0.0841596	0.0703708	0.110987	0.135175	0.379067	0.358459	0.193044	0.239942	0.253658	0.512352	0.0811503	1.44419	30.21446
670	-320264.7	-320171.1	-93.60732	0.917621	0.38845	0.354634	0.476288	0.688279	1.00377	0.701	0.52491	0.184821	0.169738	0.450478	0.532407	0.246098	0.102212	0.599892	0.670777	0.789291	0.834757	0.0326336	0.300176	0.207974	0.251097	0.0803598	0.0239395	0.739753	0.542534	0.495684	0.771902	0.635947	1.00461	0.660703	0.138222	0.0822554	0.0687189	0.1174	0.0766161	0.111608	0.000370601	0.00769443	0.828478	0.0749034	0.0771878	0.602597	0.606529	0.711332	1.29889	0.431849	0.686102	0.115462	0.0712607	0.0865496	0.625241	0.0328037	0.0280626	0.0529968	0.0687298	0.363351	0.113967	0.1676	0.134362	0.188012	0.668717	0.152982	0.0992217	0.298456	0.147668	0.245088	0.103756	0.0718637	0.0257751	0.501544	0.134673	0.0656924	0.181244	0.220593	0.116648	0.121266	0.332917	0.0828671	0.0813197	0.0833575	0.166247	0.36962	0.415151	0.222447	0.251891	0.257699	0.476729	0.125976	0.710704	30.084
680	-320274.6	-320182.5	-92.08032	1.08316	0.384742	0.35348	0.533443	0.639948	0.93405	0.814272	0.560147	0.178964	0.1939	0.456163	0.495402	0.1934	0.12801	0.594702	0.65249	0.710084	0.772933	0.0133374	0.258609	0.197813	0.229316	0.0838471	0.0143208	0.758603	0.552905	0.477794	0.796875	0.634669	0.999885	0.646012	0.132604	0.0897923	0.0705319	0.101958	0.0736126	0.106679	0.00203221	0.00785514	0.832847	0.0662812	0.0903064	0.619742	0.602584	0.664577	1.29696	0.479258	0.7169	0.095556	0.0788592	0.0853492	0.60824	0.0427165	0.0268215	0.046305	0.0672732	0.347138	0.113513	0.206564	0.122046	0.188725	0.645696	0.166399	0.0726929	0.333459	0.116738	0.224325	0.118955	0.0810545	0.0262226	0.472245	0.136704	0.0720285	0.200227	0.182421	0.117377	0.0868636	0.363369	0.0758002	0.0873395	0.128824	0.118694	0.399441	0.323086	0.192873	0.28336	0.255506	0.511003	0.0981743	0.713516	29.9313
690	-320260.1	-320162.1	-97.9994	1.23549	0.369766	0.348483	0.464533	0.692864	0.94334	0.683946	0.553021	0.182126	0.190266	0.514721	0.503533	0.222009	0.105497	0.612008	0.676811	0.789528	0.755421	0.0190253	0.299983	0.230888	0.250983	0.0735218	0.0231999	0.810281	0.533578	0.494505	0.802894	0.592922	1.06354	0.661087	0.140108	0.0836363	0.0778252	0.110047	0.069649	0.105867	0.00181669	0.00498933	0.816573	0.0804499	0.0811702	0.6296	0.608011	0.668735	1.5258	0.475072	0.637737	0.135191	0.0504753	0.0917681	0.618897	0.0387947	0.023928	0.0483076	0.0643588	0.346287	0.12269	0.166676	0.114931	0.180785	0.675752	0.178144	0.0520025	0.33354	0.136179	0.196944	0.115057	0.0546737	0.0372929	0.419958	0.168403	0.0632141	0.194091	0.256546	0.123789	0.0990516	0.361476	0.0706039	0.0918615	0.0732528	0.143443	0.360649	0.396657	0.228025	0.274698	0.270578	0.508924	0.103911	0.714537	30.52321
700	-320263.9	-320169	-94.87289	1.4229	0.394118	0.350584	0.510254	0.676957	1.02545	0.743337	0.523635	0.184895	0.169479	0.465665	0.482238	0.217113	0.135481	0.602387	0.711265	0.767167	0.73611	0.00566325	0.31232	0.239265	0.25104	0.108293	0.0171335	0.748264	0.584972	0.494003	0.745627	0.64232	1.03993	0.641488	0.138066	0.0739245	0.065146	0.107362	0.0679537	0.105724	0.00338001	0.00626293	0.816165	0.0751634	0.0781071	0.636776	0.584885	0.678499	1.26345	0.450557	0.666703	0.112179	0.0895572	0.082733	0.609628	0.0328489	0.0277857	0.0469834	0.0600206	0.364047	0.117011	0.199162	0.133261	0.171675	0.654899	0.187079	0.100214	0.345772	0.136794	0.196377	0.122162	0.0357492	0.0198075	0.500964	0.123652	0.0857402	0.213508	0.255083	0.136113	0.104467	0.36653	0.0579545	0.088827	0.101787	0.175128	0.350358	0.350945	0.218106	0.28298	0.21238	0.454354	0.0979307	0.420525	30.21055
710	-320268.1	-320172.1	-95.92449	1.18114	0.378378	0.360723	0.526974	0.725184	0.946791	0.711016	0.53923	0.175086	0.197313	0.544173	0.525456	0.190307	0.183896	0.615812	0.682766	0.766692	0.753079	0.0846538	0.322437	0.192242	0.255236	0.0930382	0.0172094	0.732303	0.597754	0.478598	0.757922	0.632529	1.08519	0.632666	0.139484	0.0742427	0.0710374	0.11067	0.069505	0.109967	0.00343921	0.00833658	0.79375	0.0536816	0.101404	0.630782	0.575762	0.670627	1.331	0.45837	0.678337	0.120884	0.0717768	0.0920528	0.608905	0.0338753	0.0345705	0.0417017	0.0593841	0.378316	0.103405	0.181903	0.112968	0.196525	0.683587	0.16275	0.0404042	0.349493	0.114068	0.205685	0.108406	0.0711217	0.000620413	0.543486	0.163364	0.0822344	0.194377	0.186684	0.110944	0.0738123	0.374459	0.0675342	0.110998	0.0852164	0.132878	0.393502	0.329193	0.208928	0.215108	0.277507	0.46096	0.116993	0.648945	30.31571
720	-320262.4	-320167.3	-95.13241	0.812424	0.417279	0.35575	0.492629	0.732935	0.916171	0.659898	0.52735	0.185161	0.182345	0.487553	0.510693	0.209734	0.116296	0.568299	0.69657	0.757709	0.805763	0.0346178	0.339011	0.207893	0.238578	0.0584668	0.0236324	0.735809	0.58251	0.461678	0.762228	0.62987	1.05042	0.650923	0.139163	0.0875133	0.0752295	0.107325	0.0644125	0.108583	0.00278138	0.00576566	0.793364	0.0759163	0.0817613	0.625626	0.571037	0.671053	1.3675	0.478962	0.665156	0.130513	0.0694663	0.100782	0.608178	0.0395912	0.0274699	0.0451487	0.0597697	0.380321	0.0971738	0.159348	0.105785	0.246458	0.677858	0.115646	0.0635253	0.325535	0.138526	0.201984	0.109967	0.0711437	0.0377622	0.471942	0.119812	0.0590997	0.21593	0.193054	0.12342	0.120414	0.36418	0.0687813	0.0878784	0.0928752	0.189892	0.379879	0.375135	0.228073	0.221606	0.261834	0.46775	0.112045	1.1396	30.23651
730	-320261.3	-320164.3	-97.07879	0.984199	0.356645	0.373785	0.541546	0.659264	0.990362	0.679558	0.542453	0.191939	0.16137	0.461711	0.513317	0.267335	0.196327	0.607995	0.697708	0.756456	0.810086	0.00820948	0.306816	0.226174	0.231359	0.0993158	0.0158282	0.755027	0.586273	0.483764	0.822828	0.593154	1.03388	0.641511	0.136319	0.0790248	0.0643959	0.101734	0.0685311	0.0988998	0.00310482	0.00765548	0.776312	0.0579934	0.0909015	0.613799	0.574323	0.690994	1.37374	0.446174	0.699465	0.143959	0.0798047	0.0692659	0.617111	0.0480226	0.0317872	0.0477969	0.0605931	0.354063	0.132283	0.191945	0.121742	0.231232	0.653915	0.127704	0.0728383	0.320855	0.143569	0.222432	0.105255	0.0702342	0.017941	0.451246	0.139907	0.0704921	0.176629	0.180436	0.128591	0.119146	0.363461	0.0811728	0.0605125	0.085167	0.122251	0.379379	0.389158	0.204573	0.263969	0.266755	0.531683	0.0852131	0.987495	30.43115
740	-320265.5	-320171.5	-94.05462	0.783607	0.372689	0.368454	0.530361	0.684823	1.03526	0.72001	0.501005	0.181445	0.177308	0.485495	0.477984	0.212707	0.211709	0.60704	0.695916	0.77407	0.733792	0.00865837	0.264857	0.219262	0.219699	0.0773012	0.022287	0.78444	0.604315	0.505734	0.689511	0.69942	1.02191	0.676045	0.140457	0.0761851	0.0754534	0.105382	0.0647456	0.103229	0.00422614	0.00301842	0.787512	0.0832628	0.0777309	0.604911	0.579801	0.704754	1.37166	0.455455	0.709135	0.127554	0.03652	0.107766	0.608415	0.0348895	0.0284712	0.0448842	0.0613244	0.353034	0.0957066	0.161024	0.114817	0.220088	0.646683	0.12604	0.0553709	0.274933	0.146327	0.203405	0.0993089	0.071403	0.0590623	0.471483	0.1361	0.0654001	0.175428	0.164767	0.127891	0.10836	0.364438	0.0716084	0.0842356	0.0843268	0.150845	0.36052	0.351256	0.172066	0.26449	0.270536	0.450236	0.142717	1.14096	30.12873
750	-320260.9	-320165.9	-94.99976	0.689361	0.357335	0.361412	0.531118	0.656404	0.981234	0.64421	0.538891	0.175108	0.177171	0.467914	0.488806	0.230155	0.193215	0.620584	0.65666	0.763382	0.738152	0.0204259	0.274588	0.234183	0.262943	0.0863275	0.019224	0.795507	0.57077	0.491403	0.742292	0.658191	1.07978	0.660237	0.139683	0.0825263	0.0677265	0.106234	0.0654881	0.0990022	0.00292513	0.0061101	0.806473	0.0731128	0.0921284	0.605466	0.592338	0.692211	1.38096	0.451869	0.715444	0.142843	0.0652172	0.0821932	0.570953	0.0397694	0.0247029	0.0474755	0.0662364	0.373019	0.115879	0.156402	0.113662	0.24747	0.624722	0.106693	0.0846083	0.309255	0.103032	0.200493	0.109978	0.0653172	0.0277838	0.475715	0.136999	0.0751629	0.204799	0.178802	0.0958044	0.133262	0.337964	0.072315	0.0798886	0.0905803	0.182422	0.372384	0.335843	0.200191	0.313335	0.24874	0.468713	0.116631	1.27931	30.22324
760	-320255	-320160.2	-94.80438	0.463455	0.36652	0.361016	0.461586	0.667046	0.996955	0.703596	0.520415	0.172169	0.17806	0.493364	0.497414	0.196164	0.160346	0.610691	0.644938	0.693141	0.73969	0.0520878	0.321353	0.219124	0.253716	0.0968316	0.0190725	0.782621	0.539406	0.438178	0.724889	0.69807	1.01577	0.658747	0.139487	0.0783771	0.06813	0.116612	0.0730399	0.111695	0.00390954	0.00503837	0.801308	0.067492	0.0909171	0.618108	0.59992	0.693431	1.4182	0.449053	0.691987	0.116306	0.079832	0.102688	0.611328	0.0385017	0.02999	0.0544293	0.0575385	0.369522	0.0975628	0.175055	0.104854	0.224455	0.655311	0.166901	0.0813363	0.331642	0.127475	0.216914	0.0967606	0.0670887	0.0132365	0.489418	0.139743	0.10636	0.19444	0.198122	0.0982059	0.0848708	0.34729	0.0735731	0.111371	0.0816244	0.141722	0.360445	0.354011	0.217889	0.249523	0.292813	0.530331	0.0593677	1.48073	30.2037
770	-320257.4	-320159.7	-97.68706	0.747327	0.383851	0.350804	0.502173	0.721524	0.987573	0.707535	0.51082	0.181409	0.169288	0.491977	0.500296	0.230862	0.142973	0.599779	0.653202	0.773947	0.754005	0.0641352	0.309865	0.237802	0.249976	0.0609429	0.0255941	0.731158	0.630883	0.470416	0.791365	0.675495	1.02421	0.652372	0.127991	0.0811471	0.08675	0.110686	0.0665866	0.103689	0.000797151	0.00831225	0.796971	0.0552072	0.0848715	0.609498	0.578141	0.68216	1.44295	0.444459	0.692351	0.124528	0.0662192	0.0914897	0.619303	0.0355859	0.0307202	0.0477738	0.0665981	0.35373	0.116163	0.173167	0.106238	0.263956	0.621269	0.13495	0.0681716	0.364241	0.150178	0.231573	0.109572	0.067638	0.00681756	0.486604	0.138325	0.100742	0.183197	0.240117	0.107053	0.121526	0.350079	0.0594991	0.0935877	0.107937	0.122816	0.392828	0.346685	0.19964	0.265789	0.250755	0.493554	0.0946154	1.18061	30.49197
780	-320255.4	-320162.2	-93.20418	0.725421	0.416121	0.339962	0.505859	0.721241	0.965611	0.67904	0.463188	0.160993	0.170942	0.486873	0.492621	0.190076	0.117122	0.648816	0.699618	0.765336	0.790124	0.00433799	0.317378	0.234627	0.229769	0.063656	0.0232556	0.737835	0.543809	0.473059	0.788934	0.661284	1.02275	0.666063	0.130503	0.0788165	0.0703909	0.102245	0.0706262	0.0960957	0.00226019	0.00588704	0.827422	0.0680788	0.0872337	0.612288	0.614992	0.673134	1.33049	0.432808	0.665185	0.11281	0.0699771	0.0943589	0.609774	0.0402623	0.0320926	0.0486057	0.063999	0.362428	0.123411	0.167377	0.121411	0.217195	0.654462	0.164733	0.042967	0.323233	0.133955	0.199069	0.115021	0.0509634	0.0554619	0.467609	0.131135	0.0704814	0.227061	0.202579	0.112845	0.112655	0.332434	0.0996633	0.0831157	0.105549	0.152134	0.332775	0.350101	0.191864	0.259598	0.281668	0.498142	0.0989732	1.15556	30.04368
790	-320250.1	-320155.5	-94.58927	0.526742	0.380191	0.357564	0.484235	0.679611	0.886844	0.71203	0.477199	0.176478	0.166813	0.520963	0.508793	0.250117	0.147762	0.630733	0.65189	0.779673	0.790914	0.0248285	0.322726	0.232394	0.248475	0.0685616	0.0181843	0.759782	0.590667	0.486433	0.769308	0.648411	0.998722	0.653812	0.142904	0.084217	0.0702893	0.10776	0.0694073	0.10995	0.00183054	0.00667444	0.78014	0.0686996	0.0967176	0.5887	0.571758	0.687882	1.37087	0.449224	0.680919	0.151765	0.0444954	0.104672	0.625798	0.0435923	0.0292343	0.0480265	0.059726	0.382398	0.117388	0.165259	0.122327	0.208356	0.63439	0.16839	0.0504525	0.358571	0.109986	0.204266	0.107872	0.0664153	0.0349494	0.479618	0.170348	0.11812	0.167949	0.164967	0.137672	0.0818365	0.357194	0.0779408	0.0869386	0.0961276	0.158603	0.36286	0.346102	0.218982	0.258176	0.287278	0.506284	0.13613	1.29193	30.18219
