Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	TL
130	-320260.5	-320166.9	-93.58515	0.465056	0.342949	0.369107	0.545079	0.717087	0.998872	0.705992	0.514979	0.172434	0.167767	0.444099	0.524087	0.292935	0.155183	0.595474	0.680013	0.733388	0.741193	0.0243101	0.279653	0.218088	0.235523	0.0862122	0.0340092	0.766746	0.585195	0.512888	0.765209	0.679939	1.02712	0.654968	0.136474	0.0904681	0.0702723	0.103075	0.0667701	0.0999837	0.00207135	0.00700104	0.808091	0.0713443	0.0796264	0.620217	0.594109	0.645557	1.38362	0.432741	0.67389	0.139676	0.079205	0.0917814	0.622454	0.0457062	0.0280148	0.0464667	0.0721701	0.358533	0.110154	0.17646	0.126449	0.221885	0.633011	0.16554	0.0870845	0.299587	0.176505	0.212362	0.121864	0.091805	0.0180637	0.478246	0.138181	0.0973179	0.213549	0.137306	0.119	0.0878868	0.360547	0.0760899	0.0835799	0.0994297	0.143787	0.363608	0.386967	0.177775	0.239098	0.275307	0.445983	0.0800535	1.23242	30.08178
140	-320269.6	-320172.3	-97.32931	0.11871	0.394089	0.376377	0.498587	0.74581	0.943443	0.743833	0.536419	0.201494	0.17508	0.510551	0.500581	0.218918	0.0859026	0.680617	0.699141	0.714908	0.742496	0.0222191	0.314187	0.211561	0.251744	0.0539584	0.0243416	0.767417	0.606825	0.532814	0.812415	0.648577	0.990519	0.671321	0.142502	0.0817345	0.0685057	0.0974236	0.0703908	0.10633	0.00385239	0.00527138	0.807282	0.0694861	0.087001	0.615542	0.595571	0.676476	1.4187	0.469386	0.691925	0.118147	0.0642685	0.0941142	0.606916	0.0379412	0.0342686	0.0462499	0.0545753	0.368282	0.0903589	0.170141	0.12412	0.22327	0.606102	0.116442	0.0674476	0.302112	0.145973	0.194556	0.1022	0.0809792	0.00185083	0.519539	0.181142	0.0860398	0.201115	0.319414	0.0806633	0.0881837	0.33692	0.0746781	0.0813373	0.0978007	0.146343	0.338279	0.321724	0.219327	0.232357	0.327288	0.505007	0.105618	1.74087	30.4562
150	-320264.6	-320170	-94.61293	0.070648	0.352629	0.40523	0.50553	0.721549	1.05951	0.656054	0.509175	0.175833	0.184134	0.477257	0.541059	0.212728	0.136513	0.598669	0.678763	0.798215	0.814295	0.0469949	0.305164	0.241974	0.269044	0.0592462	0.0229993	0.751966	0.621538	0.505925	0.776417	0.58462	0.993104	0.658416	0.142276	0.0849171	0.0679293	0.107767	0.0700777	0.106371	0.00232444	0.00634924	0.81979	0.0869554	0.0780171	0.635916	0.598704	0.704545	1.33386	0.445978	0.675476	0.130433	0.0662447	0.0878631	0.609108	0.0402318	0.0297824	0.0441376	0.0573725	0.339438	0.125889	0.161159	0.10707	0.206469	0.676574	0.175402	0.0400812	0.326832	0.147965	0.187307	0.0967462	0.0660454	0.0425796	0.450399	0.169697	0.0606916	0.204345	0.234025	0.0916482	0.0709049	0.348337	0.0874851	0.0927593	0.0896827	0.131845	0.324269	0.383338	0.214094	0.247079	0.228241	0.509063	0.0921135	1.68736	30.18456
160	-320258.3	-320165.4	-92.83205	0.00618221	0.333214	0.406435	0.534915	0.695026	0.965619	0.708071	0.5364	0.171964	0.186837	0.474468	0.532248	0.195005	0.138126	0.601853	0.688283	0.838425	0.736079	0.00389772	0.280362	0.24875	0.249765	0.0702676	0.0226999	0.758991	0.577126	0.505353	0.789481	0.63206	1.04068	0.665997	0.144282	0.0874597	0.0689735	0.100481	0.0758809	0.0923495	0.00216961	0.00727292	0.804077	0.0766685	0.082851	0.602362	0.595375	0.694409	1.3967	0.454136	0.687068	0.13558	0.0545941	0.0991156	0.610758	0.0360096	0.024948	0.0538612	0.0547777	0.37672	0.0950993	0.167329	0.125745	0.21804	0.625386	0.152359	0.050078	0.309473	0.156378	0.216711	0.0993594	0.0477793	0.0859415	0.405156	0.134855	0.122264	0.191819	0.169837	0.150758	0.0912312	0.323583	0.100024	0.101478	0.0686702	0.147437	0.323218	0.398911	0.192261	0.233833	0.242683	0.464049	0.0894726	1.6918	30.00647
170	-320261.1	-320167.5	-93.59611	0.12715	0.36602	0.399788	0.53118	0.74071	0.943489	0.709179	0.52872	0.198322	0.156152	0.485657	0.481469	0.22127	0.136226	0.567437	0.655042	0.77533	0.78871	0.0153359	0.339075	0.222557	0.244299	0.0654297	0.014664	0.749398	0.589207	0.482573	0.760389	0.676967	1.05325	0.65057	0.143416	0.0728743	0.079769	0.107973	0.0695585	0.0940482	0.00224122	0.00535821	0.831849	0.0663801	0.07775	0.630844	0.591534	0.693115	1.39056	0.475463	0.690347	0.114672	0.0604186	0.0853228	0.623744	0.0362591	0.0252498	0.0539018	0.060019	0.368233	0.106691	0.189827	0.108392	0.220206	0.620296	0.175177	0.0501917	0.327026	0.160359	0.205017	0.112948	0.0524097	0.0588824	0.387151	0.149075	0.1005	0.177681	0.197485	0.152721	0.0990915	0.347927	0.0843505	0.100112	0.0808346	0.133321	0.362614	0.380766	0.154431	0.211271	0.25049	0.562578	0.102185	1.5344	30.08288
180	-320257.5	-320163.1	-94.40431	0.110425	0.37546	0.353821	0.520922	0.679465	0.97401	0.708097	0.502937	0.19066	0.164096	0.492812	0.513506	0.175697	0.179323	0.607481	0.67027	0.758268	0.764702	0.0631316	0.2776	0.221482	0.225809	0.0854857	0.0308552	0.741646	0.578595	0.459799	0.767126	0.628376	1.07806	0.674347	0.141664	0.0729772	0.0632848	0.102559	0.0651914	0.0997006	0.000892575	0.00700451	0.809763	0.0535829	0.0857977	0.608932	0.612828	0.688697	1.3613	0.468662	0.676603	0.145119	0.0478359	0.0757169	0.62035	0.0350885	0.0291635	0.0572833	0.0633751	0.361326	0.100416	0.188362	0.129526	0.218558	0.633973	0.149258	0.0321523	0.343395	0.153354	0.19784	0.0999571	0.0768364	0.0682828	0.442497	0.120754	0.0884292	0.217754	0.216402	0.113467	0.0949169	0.377294	0.0655333	0.106615	0.0912698	0.138847	0.344684	0.409763	0.196512	0.263331	0.258915	0.494662	0.134603	1.66657	30.1637
190	-320270.3	-320175.9	-94.46453	0.317857	0.374285	0.35231	0.544244	0.679387	0.983356	0.728686	0.501522	0.199269	0.151084	0.496674	0.463879	0.223458	0.137717	0.590778	0.73445	0.772321	0.730811	0.0227234	0.275123	0.237016	0.230638	0.0744072	0.0235552	0.716986	0.583825	0.451663	0.786542	0.632303	0.99913	0.638907	0.143806	0.0838266	0.0801731	0.0921486	0.0687308	0.116537	0.00253608	0.00643248	0.822506	0.0847643	0.0625305	0.639927	0.602826	0.660962	1.40449	0.45165	0.644277	0.155544	0.0580205	0.0957848	0.612662	0.0440109	0.026741	0.0475306	0.0478028	0.355015	0.111155	0.167965	0.143606	0.175162	0.628836	0.190986	0.0609036	0.352088	0.184169	0.219691	0.101496	0.0602163	0.0686443	0.406854	0.130982	0.0829196	0.229654	0.194266	0.0898754	0.0869709	0.34142	0.0757655	0.080442	0.100134	0.134436	0.342366	0.357539	0.182905	0.280213	0.264883	0.499066	0.107645	1.65032	30.16972
200	-320259.7	-320166.2	-93.52081	0.323899	0.375716	0.375835	0.52224	0.703652	0.989606	0.68305	0.515332	0.205371	0.162619	0.488348	0.512065	0.228523	0.151394	0.580999	0.637576	0.718054	0.798295	0.00175192	0.315166	0.226571	0.242114	0.0760869	0.0136832	0.803273	0.554073	0.502791	0.776302	0.673107	1.01838	0.637737	0.134159	0.0829728	0.0622932	0.107712	0.0719528	0.0908876	0.00193691	0.00721837	0.832779	0.06961	0.0861969	0.612567	0.550091	0.680833	1.35252	0.456026	0.673581	0.114201	0.0632985	0.108068	0.63698	0.0433371	0.0312564	0.0503356	0.0708262	0.38196	0.105819	0.148362	0.115714	0.164141	0.677104	0.181645	0.0697248	0.308855	0.141585	0.211025	0.114069	0.071846	0.0310675	0.427658	0.16657	0.098712	0.173679	0.146147	0.141686	0.0882965	0.344836	0.0588736	0.0739391	0.103969	0.154724	0.342792	0.326396	0.210669	0.254142	0.283161	0.528761	0.10501	1.51716	30.07535
210	-320250.6	-320156.5	-94.10154	0.405568	0.363087	0.353191	0.540664	0.697501	0.937143	0.68332	0.506153	0.178579	0.17899	0.494949	0.483519	0.252546	0.119487	0.614615	0.644734	0.724086	0.726347	0.0196957	0.346182	0.223135	0.243081	0.0828877	0.0219613	0.814574	0.571126	0.501454	0.799103	0.654147	1.00673	0.644285	0.137471	0.0829102	0.0675074	0.106287	0.0719703	0.110988	0.00380025	0.00647024	0.79021	0.0685668	0.0801395	0.609949	0.610908	0.660876	1.35027	0.467565	0.70215	0.108708	0.0795764	0.092681	0.64087	0.0381093	0.0255744	0.0531036	0.0589202	0.360889	0.100308	0.166675	0.149611	0.203103	0.653378	0.205568	0.0164993	0.301928	0.149852	0.214722	0.101374	0.0684425	0.0652583	0.434163	0.119286	0.10817	0.159363	0.248266	0.11826	0.101153	0.34865	0.064787	0.102655	0.12409	0.135443	0.353855	0.356117	0.179083	0.241371	0.272789	0.538632	0.0954797	1.41578	30.13342
220	-320251	-320153.1	-97.86117	0.481215	0.371841	0.381373	0.507983	0.706044	1.05981	0.68809	0.493685	0.197091	0.167464	0.483975	0.521638	0.196455	0.139395	0.587185	0.650776	0.806311	0.743611	0.0312298	0.260151	0.222165	0.252288	0.088007	0.0160481	0.74791	0.583408	0.480181	0.727851	0.676028	1.01126	0.667445	0.140806	0.0842988	0.0729242	0.109565	0.067832	0.101838	0.00330465	0.00536104	0.821881	0.0578045	0.099748	0.628593	0.554302	0.654276	1.40703	0.441118	0.688059	0.131814	0.0728379	0.0874418	0.61816	0.0402804	0.0272788	0.0465241	0.0592581	0.359838	0.117901	0.171276	0.116452	0.226091	0.639517	0.13795	0.0934728	0.367758	0.131611	0.216529	0.0970714	0.0688301	0.0542924	0.435866	0.141278	0.119652	0.161622	0.23576	0.115973	0.0898543	0.348747	0.0719837	0.0863736	0.113419	0.138792	0.351726	0.35887	0.180049	0.252662	0.30482	0.48623	0.0765595	1.67031	30.50938
230	-320258.8	-320163.5	-95.37181	0.161216	0.361674	0.386124	0.513726	0.712923	0.960467	0.728424	0.504453	0.198693	0.182784	0.498791	0.509507	0.246916	0.145556	0.592187	0.649816	0.748466	0.78584	0.0399212	0.288342	0.195309	0.244938	0.0725885	0.0216826	0.759059	0.543754	0.495606	0.77299	0.657929	1.04811	0.63569	0.143247	0.0824996	0.0635582	0.114205	0.0701712	0.109382	0.00436708	0.00320387	0.810247	0.0702247	0.0908691	0.627968	0.607681	0.651005	1.41355	0.449322	0.693605	0.135452	0.0838925	0.0957878	0.600469	0.039177	0.030942	0.0517483	0.0637887	0.370631	0.121977	0.180733	0.0804565	0.216372	0.660505	0.152546	0.0984528	0.294978	0.135441	0.218841	0.11903	0.0694883	0.0168823	0.526884	0.165235	0.0990286	0.158671	0.178417	0.0915964	0.0918164	0.344904	0.0807059	0.0845216	0.118543	0.174359	0.401825	0.422562	0.2099	0.223718	0.276291	0.480911	0.0585299	1.56585	30.26045
240	-320250.8	-320154.1	-96.65489	0.368437	0.381875	0.39187	0.512451	0.66951	0.99544	0.703822	0.517948	0.197334	0.168158	0.47573	0.485692	0.239703	0.138425	0.590891	0.629822	0.754981	0.745477	0.0560613	0.294286	0.241164	0.25392	0.0834244	0.0180662	0.71784	0.555803	0.506548	0.829503	0.627727	1.0532	0.66485	0.129577	0.0837929	0.0690019	0.118543	0.0646035	0.110571	0.00241195	0.0055478	0.803186	0.0621094	0.090644	0.653466	0.598892	0.691	1.43752	0.468657	0.686864	0.130013	0.0631309	0.08454	0.599979	0.0367777	0.0299334	0.0449256	0.0607106	0.361423	0.112662	0.156952	0.113576	0.225411	0.681898	0.13981	0.0225521	0.30276	0.173907	0.220273	0.101857	0.0549868	0.0181507	0.538254	0.146316	0.0971308	0.179925	0.231309	0.124367	0.100618	0.340044	0.0534231	0.0894141	0.123597	0.147234	0.359335	0.384308	0.184699	0.275878	0.256565	0.509216	0.152341	1.4122	30.38875
