Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	TL
3930	-320254.7	-320159.4	-95.28196	1.04674	0.353229	0.359669	0.517103	0.670158	0.964295	0.691666	0.527037	0.197021	0.159183	0.492785	0.470271	0.245345	0.194614	0.617904	0.652836	0.765373	0.739945	0.0206811	0.298915	0.223297	0.252875	0.0768049	0.0309776	0.725239	0.562027	0.491419	0.767202	0.683404	1.05612	0.660379	0.141687	0.0767766	0.0675397	0.109798	0.0684662	0.0980107	0.0032615	0.00478976	0.804259	0.06343	0.096012	0.636768	0.596123	0.712987	1.30817	0.445408	0.670562	0.112334	0.0731062	0.0859493	0.617526	0.0362235	0.025923	0.0464981	0.052973	0.359457	0.1192	0.179794	0.0896141	0.208777	0.627666	0.168969	0.0448936	0.354852	0.113705	0.218528	0.107067	0.0612842	0.191989	0.344099	0.136582	0.11937	0.196984	0.170448	0.0874392	0.103775	0.345492	0.0602876	0.094451	0.0956286	0.171539	0.391525	0.349516	0.188336	0.259431	0.275289	0.528372	0.111115	0.906891	30.25146
3940	-320265.5	-320173.7	-91.84072	0.495868	0.384348	0.333372	0.508703	0.665936	0.994225	0.699088	0.513729	0.170016	0.16977	0.518826	0.517286	0.225493	0.170377	0.65051	0.737583	0.755585	0.724162	0.0282155	0.272396	0.229145	0.239643	0.0691745	0.0323803	0.730717	0.54066	0.521217	0.771778	0.616763	0.994919	0.638349	0.145752	0.0879395	0.0631482	0.112535	0.077254	0.109893	0.00170837	0.00575633	0.804002	0.0700004	0.070015	0.625849	0.608115	0.653856	1.39109	0.444551	0.695141	0.107806	0.0795433	0.0831537	0.618059	0.0446712	0.0284359	0.0453775	0.0542141	0.370812	0.121295	0.181038	0.116198	0.227491	0.637222	0.142736	0.0448884	0.301668	0.138467	0.230011	0.121846	0.0501109	0.183528	0.304109	0.160292	0.0885137	0.209878	0.161597	0.135793	0.104563	0.349006	0.0701693	0.0829437	0.0787948	0.141557	0.330482	0.38979	0.175613	0.289615	0.304059	0.481286	0.137756	1.09611	29.90734
3950	-320258.5	-320168.5	-89.9601	0.72819	0.390525	0.359237	0.488318	0.691594	0.9952	0.671185	0.499068	0.184754	0.193635	0.501837	0.462583	0.198635	0.170512	0.559684	0.660924	0.744632	0.729731	0.00469	0.298149	0.210883	0.240884	0.0500495	0.0282504	0.731994	0.5803	0.482869	0.7675	0.631565	0.956284	0.631259	0.1492	0.0832343	0.0653265	0.106834	0.079726	0.102774	0.00270187	0.00698543	0.840415	0.0640827	0.0884913	0.633465	0.56282	0.685625	1.39327	0.482128	0.685436	0.124943	0.0593045	0.0931005	0.641944	0.0394446	0.0285416	0.048998	0.052492	0.369164	0.112628	0.162776	0.134213	0.219323	0.642868	0.15959	0.0277634	0.32478	0.161105	0.190509	0.103483	0.0763773	0.149996	0.317393	0.153233	0.143298	0.176858	0.199493	0.14359	0.107045	0.325471	0.0715775	0.087703	0.120698	0.143153	0.333093	0.379009	0.215124	0.243782	0.284172	0.486419	0.111375	0.876012	29.71928
3960	-320263.5	-320168	-95.46125	1.08977	0.388832	0.383351	0.547	0.664932	1.01554	0.725039	0.532993	0.199149	0.169474	0.492549	0.501028	0.234729	0.170603	0.533043	0.677767	0.748953	0.727618	0.0306858	0.337848	0.207044	0.255191	0.0833977	0.0320803	0.724049	0.568455	0.470898	0.759209	0.687827	0.977525	0.645412	0.153902	0.0850404	0.0718557	0.110302	0.0754632	0.105232	0.00154879	0.00633401	0.809306	0.087056	0.072203	0.640825	0.605467	0.678785	1.39135	0.442729	0.69889	0.115694	0.061346	0.0931206	0.608624	0.0360093	0.0287938	0.0531902	0.0555852	0.392864	0.117373	0.153136	0.136239	0.240316	0.638383	0.111626	0.0728782	0.358629	0.152394	0.212179	0.123996	0.0783825	0.226288	0.306133	0.111514	0.0939853	0.176036	0.169069	0.176417	0.0926631	0.367666	0.0540317	0.0745771	0.0995517	0.161691	0.365638	0.39869	0.164396	0.272502	0.243345	0.45518	0.125605	0.675376	30.26939
3970	-320261.5	-320162.4	-99.14596	1.44744	0.376252	0.389909	0.542833	0.725133	1.02504	0.743181	0.546786	0.17543	0.164692	0.484001	0.495932	0.255422	0.114616	0.625607	0.650188	0.799582	0.765033	0.0385302	0.313192	0.210218	0.259147	0.079275	0.0241199	0.765583	0.579057	0.461932	0.794299	0.626654	1.00416	0.677873	0.148509	0.0827779	0.0701567	0.114817	0.0692079	0.101933	0.00270123	0.00481422	0.812221	0.0767308	0.0866699	0.633704	0.595821	0.684218	1.38105	0.474384	0.714664	0.133398	0.0406477	0.105306	0.629213	0.0354003	0.0303921	0.0534114	0.0541089	0.373161	0.090941	0.152873	0.145061	0.238697	0.64403	0.10766	0.12293	0.367054	0.125968	0.21414	0.121264	0.0588959	0.275823	0.184523	0.157062	0.0687908	0.156722	0.208516	0.103819	0.10803	0.371713	0.0697265	0.0815006	0.103308	0.139607	0.365636	0.399398	0.191766	0.228173	0.279441	0.522914	0.0805899	0.480745	30.63786
3980	-320266.8	-320172.1	-94.74289	1.44504	0.373965	0.369222	0.530247	0.713214	0.937228	0.69629	0.560576	0.17452	0.167967	0.486475	0.466234	0.239635	0.144777	0.617061	0.653662	0.75955	0.756115	0.0162029	0.330862	0.244139	0.250277	0.0874749	0.0247	0.759358	0.537092	0.484902	0.8309	0.632072	1.04849	0.608562	0.144544	0.0760367	0.0754826	0.103947	0.0612575	0.103703	0.00414489	0.00528659	0.799115	0.0625028	0.099016	0.62083	0.608871	0.662836	1.36305	0.435056	0.675704	0.142271	0.0653958	0.0861149	0.58915	0.0392785	0.0292187	0.0448922	0.0584574	0.369592	0.154687	0.15701	0.125358	0.223944	0.675083	0.0865035	0.138581	0.332924	0.162972	0.208513	0.119405	0.0357077	0.3167	0.198135	0.138389	0.0954018	0.200732	0.213298	0.122625	0.0837382	0.339703	0.0953092	0.0807516	0.124922	0.11967	0.367797	0.381142	0.18839	0.246953	0.246912	0.546554	0.0614384	0.335741	30.19755
3990	-320264.5	-320169.7	-94.82317	1.42252	0.362097	0.362951	0.492992	0.718513	1.0804	0.738857	0.487771	0.190277	0.178958	0.490952	0.514333	0.179457	0.155454	0.535699	0.647589	0.743908	0.822549	0.000791027	0.302366	0.226025	0.236084	0.0573522	0.0247705	0.773202	0.573744	0.548627	0.773233	0.641359	1.0532	0.653208	0.139087	0.0806137	0.0658712	0.104072	0.0644238	0.10701	0.00267328	0.0063162	0.794736	0.0712063	0.0942992	0.668288	0.604848	0.635604	1.31535	0.483266	0.676496	0.112552	0.058944	0.0960288	0.608395	0.0360741	0.023263	0.0513667	0.0604459	0.356519	0.115242	0.167565	0.100557	0.248788	0.662954	0.142561	0.0920231	0.336924	0.140125	0.220385	0.121463	0.0811876	0.358685	0.116634	0.164521	0.101566	0.171634	0.17511	0.14601	0.0821024	0.355617	0.08363	0.0914111	0.10249	0.117217	0.373359	0.345356	0.220823	0.229637	0.229247	0.500242	0.0801133	0.423423	30.20558
4000	-320262.5	-320170.3	-92.2126	1.36387	0.369465	0.377471	0.513669	0.664886	0.946507	0.682231	0.500188	0.180118	0.17648	0.535236	0.487109	0.22121	0.152427	0.612814	0.666239	0.795237	0.765249	0.0346914	0.282764	0.229921	0.225023	0.08253	0.0151308	0.742593	0.553212	0.534249	0.850305	0.608869	1.04392	0.665255	0.157527	0.0704124	0.0663295	0.106437	0.0663128	0.103296	0.00382291	0.00481754	0.809742	0.0622967	0.0903634	0.603832	0.617269	0.663707	1.38969	0.464033	0.714981	0.131052	0.0598684	0.0720466	0.59694	0.0379655	0.0266837	0.0539585	0.0596741	0.345817	0.126792	0.174553	0.0904064	0.22708	0.665948	0.172739	0.087696	0.305873	0.155635	0.21336	0.10332	0.0692847	0.297632	0.19967	0.156596	0.119029	0.155328	0.176945	0.0989715	0.0929891	0.332735	0.086953	0.0892071	0.10364	0.166052	0.351698	0.325609	0.186309	0.269685	0.267503	0.442419	0.0879707	0.287155	29.94453
4010	-320250.8	-320156.1	-94.72245	1.82497	0.386011	0.362448	0.495937	0.716208	1.03892	0.669874	0.511573	0.183419	0.17074	0.481688	0.507288	0.236512	0.160296	0.586742	0.660333	0.751951	0.75379	0.0156084	0.326461	0.216072	0.241781	0.0666959	0.0217033	0.78462	0.566457	0.484011	0.798121	0.634652	1.02606	0.661334	0.14959	0.0910267	0.0675492	0.111619	0.0662089	0.107266	0.00335621	0.00458386	0.813055	0.0766675	0.0747367	0.610582	0.542949	0.689473	1.39731	0.473072	0.664952	0.123755	0.0633158	0.0897753	0.604041	0.0371074	0.0361167	0.0408337	0.0654432	0.360418	0.0934533	0.163956	0.117328	0.235498	0.645796	0.169065	0.0349355	0.318363	0.15527	0.215694	0.0862677	0.0722807	0.248563	0.234605	0.170971	0.104612	0.193309	0.212493	0.129991	0.0903002	0.337591	0.0759024	0.0897136	0.0975596	0.139507	0.358819	0.320383	0.19149	0.216306	0.297722	0.514427	0.115455	0.0408112	30.19551
4020	-320258.5	-320165.9	-92.53454	1.63469	0.367143	0.378579	0.488098	0.685176	0.995427	0.684184	0.539617	0.179013	0.191437	0.459415	0.484162	0.236389	0.166785	0.546079	0.670365	0.738225	0.726358	0.0251815	0.291417	0.207757	0.229678	0.0845891	0.0261903	0.748806	0.563965	0.448866	0.774166	0.598979	1.02504	0.672864	0.134321	0.0797877	0.0758782	0.105076	0.0660112	0.0944701	0.00342576	0.00523507	0.822309	0.068867	0.0904081	0.634649	0.58703	0.64885	1.38436	0.439681	0.684095	0.132831	0.0656853	0.0932215	0.594084	0.0394349	0.0275467	0.0453059	0.0617203	0.352395	0.107604	0.159955	0.134263	0.242118	0.694347	0.142587	0.00203361	0.29818	0.16386	0.220716	0.1194	0.0874331	0.217336	0.29697	0.160015	0.0687187	0.218782	0.176066	0.144272	0.117372	0.354979	0.0613827	0.0690787	0.123085	0.132733	0.349325	0.375633	0.180689	0.260694	0.251455	0.547214	0.140866	0.152235	29.97672
4030	-320254.7	-320161.4	-93.27148	1.59676	0.382959	0.364351	0.531386	0.676188	0.982843	0.745456	0.511221	0.181562	0.158336	0.525315	0.495663	0.208694	0.149052	0.619031	0.691989	0.741865	0.745102	0.00835137	0.312602	0.233316	0.246362	0.0558455	0.0242274	0.757267	0.562653	0.489557	0.771459	0.629299	0.99124	0.65751	0.152704	0.0803854	0.071251	0.112709	0.066734	0.10581	0.00410057	0.00465475	0.822001	0.0786527	0.077232	0.626936	0.597448	0.66856	1.47417	0.446497	0.652632	0.123163	0.0684538	0.0827914	0.6306	0.0353002	0.0287713	0.0458303	0.0499526	0.359932	0.107923	0.165262	0.131441	0.20013	0.639975	0.156221	0.0160053	0.298762	0.137058	0.206524	0.0946578	0.082217	0.201739	0.275412	0.169248	0.0949517	0.175665	0.213527	0.104424	0.11799	0.351589	0.0442644	0.0944768	0.120093	0.112089	0.341618	0.344954	0.153905	0.249099	0.270548	0.4464	0.170619	0.246897	30.05041
4040	-320254.3	-320157.9	-96.42641	1.30086	0.387945	0.398047	0.509921	0.746161	0.956227	0.704356	0.505163	0.188629	0.179502	0.483755	0.504094	0.202583	0.157342	0.644843	0.705773	0.745123	0.773847	0.0234532	0.312005	0.221989	0.255205	0.0741552	0.022262	0.730301	0.551943	0.484081	0.823945	0.624057	1.04108	0.651814	0.127184	0.0854319	0.069343	0.111157	0.0686935	0.110228	0.0042107	0.00661442	0.838127	0.0793001	0.0826197	0.592104	0.593987	0.701048	1.44169	0.424475	0.661058	0.139153	0.0579068	0.0969162	0.621119	0.0439654	0.0290445	0.0470616	0.0723412	0.373125	0.11899	0.165075	0.118783	0.216333	0.627033	0.198726	0.022268	0.330654	0.153697	0.203192	0.104085	0.0481592	0.251264	0.261494	0.137839	0.0977286	0.173719	0.206587	0.0816569	0.10481	0.333661	0.0861667	0.0627164	0.118685	0.13669	0.374985	0.394123	0.171402	0.241477	0.28169	0.494451	0.143017	0.516389	30.36591
4050	-320263.5	-320167.2	-96.34137	1.48742	0.361614	0.399028	0.498051	0.676911	0.999787	0.723653	0.517577	0.18365	0.184548	0.511832	0.4718	0.215085	0.142161	0.677014	0.657759	0.7505	0.761411	0.000138256	0.314642	0.210271	0.22168	0.0851768	0.0160994	0.711005	0.536538	0.498063	0.750777	0.671517	0.991319	0.64345	0.143051	0.08872	0.0695661	0.118681	0.0683369	0.112871	0.00216596	0.00839992	0.799844	0.0716156	0.0952006	0.624552	0.609689	0.67294	1.46091	0.418594	0.698122	0.14127	0.0818349	0.102241	0.610151	0.0340969	0.0294476	0.0479409	0.0761161	0.356973	0.115811	0.157994	0.12236	0.232558	0.717626	0.141494	0.0523878	0.323131	0.151827	0.212154	0.112119	0.0747089	0.169875	0.327599	0.148014	0.0834708	0.191393	0.181563	0.114402	0.0956325	0.335612	0.0818175	0.102639	0.0796717	0.138462	0.341524	0.390122	0.178031	0.240068	0.31827	0.480506	0.11006	0.420694	30.3574
4060	-320253.6	-320158	-95.54548	1.16556	0.403746	0.364889	0.539771	0.672473	0.965228	0.728754	0.519276	0.176095	0.182741	0.477544	0.50253	0.1841	0.151072	0.640083	0.704631	0.751778	0.781348	0.0373187	0.346228	0.206255	0.240039	0.103951	0.0221418	0.765104	0.575914	0.499021	0.7486	0.677478	1.04705	0.662764	0.14682	0.0852184	0.0691615	0.113803	0.0674401	0.0989935	0.0015151	0.0070235	0.815901	0.0717822	0.0899653	0.636112	0.603333	0.679343	1.42228	0.431368	0.707212	0.106063	0.0783424	0.0941022	0.595602	0.0378784	0.0283991	0.0474453	0.061296	0.363809	0.126921	0.168646	0.1121	0.209318	0.610676	0.159139	0.0229873	0.350416	0.125472	0.204745	0.101158	0.0741933	0.17839	0.311148	0.13399	0.0740579	0.240079	0.199649	0.119241	0.11153	0.341104	0.0709122	0.0721455	0.123317	0.142456	0.356116	0.318697	0.197982	0.279524	0.247221	0.465026	0.129454	0.596306	30.27781
4070	-320267	-320171.1	-95.82591	1.09716	0.388676	0.388546	0.507167	0.640022	0.955484	0.675543	0.508294	0.180691	0.178295	0.530795	0.470285	0.290676	0.132778	0.632121	0.723297	0.756755	0.750027	0.102596	0.313863	0.210846	0.243521	0.0862588	0.0323326	0.735934	0.560078	0.483233	0.775187	0.624966	1.03056	0.653249	0.138631	0.0828047	0.076358	0.106673	0.0728708	0.106098	0.00214816	0.00498259	0.819122	0.0736829	0.0821284	0.589227	0.584848	0.688027	1.43623	0.431042	0.680501	0.110064	0.0838439	0.0919299	0.603867	0.0366603	0.0262391	0.0509477	0.0506637	0.383823	0.0951771	0.189816	0.122878	0.192549	0.619869	0.169777	0.000803056	0.338397	0.141552	0.217312	0.113112	0.08754	0.282057	0.224641	0.110425	0.0749315	0.217697	0.271693	0.0702003	0.100334	0.337923	0.0659719	0.104351	0.103551	0.119278	0.379716	0.371097	0.194294	0.263483	0.28394	0.521354	0.146139	0.701343	30.30586
4080	-320268.2	-320173.2	-95.02474	1.30608	0.356051	0.392978	0.484201	0.65324	1.02071	0.688872	0.481999	0.184801	0.166643	0.464979	0.502691	0.30202	0.155723	0.623107	0.718735	0.811356	0.759284	0.00109741	0.292458	0.245348	0.227004	0.082563	0.0157742	0.748168	0.524346	0.535922	0.718171	0.664489	1.06912	0.65052	0.145101	0.0850652	0.0734522	0.106689	0.0704075	0.106222	0.0030144	0.00924881	0.821476	0.0600244	0.0942205	0.627248	0.610816	0.703451	1.41405	0.430471	0.684056	0.133781	0.0800316	0.0816856	0.612186	0.0437267	0.030459	0.0434043	0.0498618	0.356378	0.0982055	0.177355	0.12477	0.222249	0.582295	0.15724	0.0480185	0.321213	0.130745	0.214444	0.111161	0.043664	0.294742	0.217452	0.137068	0.0889069	0.194777	0.239337	0.0729197	0.1226	0.3574	0.0593277	0.0930351	0.100041	0.121225	0.358528	0.407044	0.212903	0.264582	0.236573	0.540356	0.105386	0.445203	30.22574
4090	-320262.5	-320167.4	-95.07847	1.51303	0.387641	0.374614	0.485971	0.692527	0.999813	0.681051	0.522969	0.168084	0.180121	0.492658	0.500809	0.267713	0.127199	0.582517	0.686955	0.766121	0.770141	0.00365338	0.362278	0.21686	0.252564	0.0645082	0.0251119	0.73873	0.565381	0.554801	0.781214	0.642446	1.05472	0.63327	0.151579	0.0774629	0.0703773	0.112535	0.0726005	0.10938	0.00166077	0.00714905	0.816027	0.0664371	0.0936234	0.623883	0.583357	0.638052	1.37808	0.473011	0.67909	0.141617	0.059986	0.087112	0.601307	0.0304089	0.0266129	0.0566503	0.0542171	0.374134	0.104212	0.18068	0.121088	0.23027	0.593498	0.169073	0.0549077	0.295177	0.112444	0.189701	0.108346	0.0416224	0.339171	0.231254	0.165335	0.088984	0.186281	0.180124	0.137083	0.0874612	0.346115	0.069233	0.0804935	0.111583	0.12583	0.343105	0.383648	0.210869	0.258369	0.229932	0.490756	0.0658053	0.416846	30.23111
4100	-320265.9	-320171.3	-94.66675	1.34292	0.350237	0.380636	0.503409	0.668975	0.996152	0.673914	0.55389	0.197501	0.162658	0.499806	0.488002	0.311198	0.172465	0.557152	0.685241	0.787902	0.771874	0.0215148	0.351887	0.223261	0.242327	0.0589751	0.0365643	0.781958	0.548173	0.448814	0.759515	0.612722	1.02773	0.652134	0.132573	0.0798958	0.065453	0.109542	0.0757453	0.112307	0.00235004	0.00525367	0.823825	0.0691275	0.0744079	0.61003	0.575422	0.651655	1.30023	0.452922	0.669883	0.122041	0.0747414	0.091614	0.624943	0.0358998	0.02309	0.0462815	0.0658665	0.371338	0.130803	0.165724	0.127592	0.224812	0.673006	0.153744	0.0720227	0.328473	0.12888	0.197253	0.0971348	0.048389	0.315457	0.203944	0.157217	0.0856674	0.161802	0.203297	0.156769	0.123614	0.32953	0.0697897	0.107001	0.106366	0.1493	0.347015	0.366346	0.230676	0.280107	0.254054	0.473802	0.110069	0.474335	30.18994
4110	-320261.1	-320163.4	-97.78199	1.33876	0.375598	0.349694	0.494222	0.663199	0.968884	0.750195	0.517597	0.193385	0.176622	0.488735	0.525657	0.22866	0.172788	0.573014	0.676541	0.827483	0.77257	0.0175282	0.332001	0.213625	0.249066	0.0845888	0.0219169	0.764957	0.58977	0.474664	0.781115	0.649849	1.04326	0.653807	0.145911	0.0789539	0.0691803	0.1025	0.0597895	0.110851	0.00329254	0.00490504	0.810993	0.0740392	0.0821365	0.620169	0.559008	0.694801	1.42368	0.48181	0.70691	0.0903762	0.0606135	0.114938	0.652604	0.0386256	0.0291238	0.0477077	0.0597838	0.352299	0.0971148	0.160707	0.127285	0.207397	0.653401	0.10815	0.112554	0.332743	0.139682	0.207962	0.104534	0.072619	0.326694	0.157475	0.152336	0.0750304	0.148094	0.167139	0.156992	0.120689	0.354112	0.0834324	0.0686802	0.102884	0.16947	0.329141	0.35367	0.217029	0.227682	0.283159	0.542761	0.110075	0.586011	30.50146
4120	-320250.3	-320154.3	-96.00424	1.17082	0.367131	0.378112	0.507702	0.681796	0.971055	0.719634	0.526075	0.193372	0.173403	0.478749	0.493582	0.255007	0.234402	0.644485	0.672796	0.761078	0.75964	0.0139993	0.318039	0.217158	0.233669	0.056271	0.0254254	0.742981	0.565273	0.514752	0.774764	0.67587	1.02734	0.668726	0.138325	0.0803643	0.0672711	0.10807	0.0731466	0.107867	0.00264498	0.00632616	0.803519	0.0720097	0.0731554	0.650525	0.580394	0.703028	1.39221	0.438639	0.707065	0.125854	0.0585401	0.108007	0.614545	0.0392003	0.0311139	0.0463806	0.0616461	0.372353	0.0971056	0.167217	0.11251	0.212058	0.605267	0.172166	0.119874	0.314684	0.139452	0.218763	0.104198	0.0728256	0.323045	0.206679	0.13646	0.0651585	0.180654	0.165605	0.0867011	0.103307	0.355961	0.068947	0.0720969	0.107587	0.181318	0.380278	0.35156	0.174319	0.236258	0.301835	0.477657	0.0652198	0.661621	30.32369
4130	-320259.4	-320164.7	-94.78023	1.22198	0.35862	0.377429	0.494515	0.675855	0.970652	0.726282	0.509169	0.201131	0.173785	0.46489	0.514512	0.218149	0.13716	0.631336	0.667021	0.732839	0.784462	0.00524359	0.279714	0.20698	0.22681	0.0504742	0.0229344	0.806564	0.541501	0.490189	0.734654	0.670822	1.0244	0.663508	0.143878	0.082043	0.074145	0.112531	0.0779819	0.11183	0.00289807	0.00813044	0.839726	0.0721954	0.0874214	0.609548	0.568626	0.672254	1.37556	0.46778	0.679707	0.125538	0.052131	0.117541	0.622369	0.0421947	0.0288859	0.0476559	0.0585881	0.361626	0.106503	0.168182	0.12694	0.185214	0.688408	0.110492	0.121398	0.312083	0.127786	0.198003	0.1011	0.0819211	0.371861	0.130923	0.151759	0.101541	0.135287	0.19178	0.100344	0.100803	0.345513	0.0827051	0.0908905	0.0827258	0.163793	0.388319	0.377912	0.192202	0.243004	0.281055	0.544219	0.054617	0.715639	30.20129
4140	-320266.1	-320172.1	-93.97978	1.3508	0.38251	0.396214	0.499233	0.720555	0.933649	0.720924	0.514034	0.187794	0.1868	0.471553	0.523331	0.230232	0.123723	0.609409	0.645018	0.800092	0.711754	0.00886531	0.321388	0.196998	0.251512	0.0778746	0.0170585	0.710482	0.559358	0.491251	0.791789	0.651821	1.02548	0.614169	0.155889	0.0844362	0.0659115	0.109554	0.0661417	0.108033	0.00285105	0.00387729	0.814824	0.0587904	0.0980249	0.607021	0.590151	0.683063	1.3151	0.462801	0.709534	0.121735	0.0637209	0.103808	0.633903	0.0339104	0.0228741	0.0582993	0.0541768	0.364911	0.102169	0.18951	0.137266	0.223568	0.641992	0.134787	0.104996	0.343775	0.13225	0.215699	0.110175	0.0838904	0.449625	0.0876373	0.137091	0.087856	0.249734	0.246732	0.111079	0.0941564	0.3247	0.0713036	0.0685617	0.108398	0.156044	0.324024	0.428003	0.176991	0.24697	0.275153	0.502018	0.0523391	0.383734	30.12124
4150	-320260.5	-320165.1	-95.32476	1.31961	0.354195	0.393529	0.510428	0.681116	0.996154	0.789754	0.496555	0.200464	0.15495	0.483856	0.519736	0.201763	0.176946	0.585868	0.690504	0.752094	0.766853	0.0113868	0.299548	0.213537	0.240181	0.0559912	0.0218469	0.719532	0.579673	0.512864	0.781803	0.65103	1.0499	0.670873	0.147266	0.0888656	0.0776918	0.0998058	0.0712081	0.103005	0.00326202	0.00759094	0.79327	0.0572948	0.0927055	0.617573	0.616575	0.673201	1.33941	0.431398	0.654473	0.132129	0.0595898	0.106403	0.625245	0.0354105	0.0300267	0.0500008	0.0525082	0.348414	0.123751	0.158352	0.100495	0.213721	0.686321	0.156994	0.047265	0.29952	0.172639	0.210548	0.115044	0.0874678	0.428299	0.0602211	0.156434	0.0850995	0.191983	0.192525	0.122175	0.0792653	0.373499	0.0694052	0.0574806	0.135541	0.146039	0.336103	0.41203	0.200144	0.235427	0.252467	0.504264	0.106892	0.541472	30.25574
4160	-320263.3	-320168	-95.3908	0.960792	0.372854	0.375462	0.532976	0.694921	1.03471	0.71729	0.524032	0.19052	0.15948	0.501288	0.502114	0.207618	0.164592	0.613296	0.645607	0.789695	0.739542	0.0220409	0.30308	0.220797	0.245939	0.0826832	0.0203362	0.715279	0.557548	0.535609	0.796587	0.602132	1.03724	0.6375	0.141463	0.0874283	0.0693702	0.104118	0.0742603	0.116277	0.00304457	0.00472102	0.803158	0.0741421	0.0637903	0.597912	0.587101	0.699247	1.36962	0.439253	0.655555	0.156522	0.0584537	0.110983	0.618269	0.0323386	0.0257385	0.0451161	0.0519675	0.335259	0.129596	0.151072	0.156955	0.181679	0.679174	0.1928	0.0548806	0.308444	0.150566	0.199342	0.102289	0.0816365	0.489742	0.0155428	0.160139	0.100135	0.19001	0.173714	0.110826	0.09366	0.360977	0.0744862	0.0839562	0.124934	0.165007	0.355787	0.360248	0.187777	0.286639	0.247264	0.542335	0.0899991	0.832063	30.26235
4170	-320262.1	-320166.4	-95.73048	1.06047	0.396414	0.384711	0.522266	0.685976	1.06326	0.71835	0.493249	0.18344	0.157494	0.448873	0.49845	0.245999	0.162387	0.556585	0.693413	0.773373	0.728704	0.0466861	0.32166	0.231372	0.250107	0.0604901	0.0315555	0.778801	0.550413	0.486251	0.746915	0.606616	1.02052	0.671631	0.143096	0.0782189	0.0692704	0.101775	0.0758502	0.108671	0.00288108	0.00555335	0.800865	0.0725155	0.0722372	0.615616	0.597748	0.63475	1.4096	0.461217	0.667306	0.148286	0.0481683	0.0930791	0.594048	0.0415577	0.0332647	0.0477988	0.0602623	0.382923	0.113567	0.144717	0.12631	0.197606	0.647706	0.184639	0.0371625	0.344621	0.160387	0.21755	0.0930456	0.0626811	0.446871	0.0197013	0.148099	0.0923115	0.195784	0.184894	0.149715	0.0980605	0.353816	0.0916969	0.0857151	0.0830489	0.137052	0.363195	0.36754	0.172057	0.297506	0.2569	0.48049	0.128821	0.870063	30.29631
4180	-320271.4	-320178.7	-92.74743	1.06547	0.370664	0.377281	0.51592	0.675586	1.04332	0.731754	0.499049	0.180276	0.173432	0.477586	0.496881	0.261844	0.129949	0.583676	0.692344	0.749182	0.747574	0.0274489	0.295189	0.244666	0.247969	0.117096	0.012677	0.749869	0.559616	0.505779	0.750121	0.592129	1.04768	0.66568	0.13813	0.0878153	0.0765922	0.107548	0.0683762	0.108138	0.00236909	0.0069336	0.824377	0.0748044	0.0652234	0.571539	0.576744	0.647525	1.40316	0.435474	0.706177	0.132374	0.0651417	0.0627007	0.586102	0.0401431	0.0328884	0.0511934	0.0638323	0.35132	0.122094	0.177577	0.128084	0.22953	0.625278	0.19885	0.00474472	0.31384	0.121234	0.222419	0.108971	0.0803869	0.396016	0.0635407	0.131346	0.0686841	0.204711	0.266313	0.116307	0.096019	0.346576	0.0639284	0.0803993	0.095342	0.143578	0.340962	0.343414	0.196051	0.244313	0.243235	0.420938	0.146818	0.782182	29.99801
4190	-320263.4	-320169.3	-94.12665	1.16391	0.401007	0.374741	0.458341	0.669896	1.00477	0.719645	0.50599	0.170268	0.181679	0.466356	0.482781	0.281789	0.14332	0.58375	0.677719	0.772632	0.76133	0.0344441	0.340955	0.18203	0.238684	0.0767315	0.0212301	0.71307	0.561914	0.459784	0.750099	0.654865	1.01889	0.654736	0.136258	0.078411	0.0639649	0.107574	0.0726721	0.102991	0.00393922	0.00578035	0.779567	0.0796537	0.0893455	0.610791	0.590647	0.686364	1.3794	0.455745	0.65746	0.143935	0.0489374	0.102577	0.599887	0.0346457	0.0271102	0.0564762	0.0679371	0.376458	0.117424	0.15681	0.135396	0.217253	0.698389	0.159394	0.0251585	0.326802	0.155859	0.210683	0.129832	0.0722234	0.43868	0.0235985	0.159929	0.0868872	0.186746	0.190488	0.136129	0.107124	0.334013	0.0693421	0.0804789	0.0825089	0.16322	0.342707	0.403643	0.180536	0.283104	0.202836	0.459042	0.131109	0.782714	30.13593
