Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	TL
100	-320254.2	-320159.7	-94.44182	0.307665	0.356826	0.368666	0.523089	0.670685	1.0171	0.687005	0.527228	0.175661	0.187069	0.508929	0.494065	0.208816	0.163491	0.618187	0.701044	0.795036	0.729993	0.00945207	0.318301	0.210106	0.231171	0.0788952	0.0197314	0.761121	0.563258	0.474221	0.762719	0.638622	1.00941	0.639561	0.133408	0.0873172	0.0748623	0.104467	0.0736009	0.105384	0.00200224	0.00698372	0.827885	0.0712157	0.095673	0.615644	0.575263	0.664272	1.3821	0.446765	0.686682	0.135156	0.0485875	0.088452	0.595255	0.036171	0.0283514	0.053048	0.0528418	0.361153	0.125026	0.178821	0.134654	0.199331	0.682918	0.121524	0.124687	0.326489	0.170292	0.219605	0.0996165	0.0965976	0.409316	0.0891129	0.113967	0.0555049	0.201255	0.202728	0.0926997	0.115668	0.374609	0.0784662	0.0753277	0.10224	0.123131	0.372815	0.380046	0.179943	0.264572	0.281881	0.529057	0.0502773	1.4856	30.16745
110	-320278.6	-320183.8	-94.82946	0.301223	0.389386	0.365037	0.531249	0.758854	0.938523	0.668178	0.485121	0.170702	0.166451	0.534694	0.475002	0.286967	0.148758	0.666309	0.714505	0.800734	0.704552	0.0152773	0.316901	0.216538	0.268161	0.0731242	0.0206207	0.767789	0.583156	0.418153	0.752767	0.657935	1.01077	0.672147	0.14375	0.0813361	0.0707415	0.10773	0.0725969	0.111084	0.00172061	0.00516203	0.78946	0.0642013	0.114224	0.620287	0.588273	0.68943	1.36209	0.424102	0.693654	0.106211	0.0766485	0.111072	0.603368	0.0362668	0.0266149	0.0458145	0.0645647	0.351932	0.118783	0.165411	0.123586	0.234071	0.65022	0.155512	0.0813611	0.340294	0.115311	0.2111	0.115895	0.0618134	0.383872	0.10875	0.186128	0.147048	0.196779	0.242487	0.102238	0.109235	0.349388	0.0790562	0.0766194	0.0947821	0.154037	0.351926	0.359764	0.199328	0.238464	0.274815	0.488476	0.0940618	1.35368	30.20621
120	-320263.7	-320169.1	-94.62004	0.310451	0.383109	0.370888	0.529021	0.691805	0.960188	0.717125	0.53924	0.185191	0.196321	0.470288	0.506208	0.220475	0.134015	0.590881	0.654356	0.763604	0.72257	0.0273824	0.289515	0.224731	0.237429	0.0784018	0.0218843	0.814893	0.609059	0.451582	0.795141	0.637865	1.00836	0.654845	0.133081	0.0748821	0.0665637	0.112996	0.0733613	0.107566	0.00243209	0.0085834	0.851679	0.0798603	0.0884826	0.636615	0.565865	0.666826	1.42237	0.476161	0.682728	0.127544	0.0648198	0.0745213	0.61738	0.0438833	0.0234504	0.0487031	0.0635975	0.381082	0.111101	0.178463	0.132735	0.184235	0.633318	0.136638	0.0450982	0.35658	0.135705	0.200068	0.113225	0.0738328	0.359608	0.148412	0.168131	0.0534178	0.206315	0.195691	0.113467	0.0878818	0.316015	0.0697525	0.0790315	0.0973779	0.144329	0.382876	0.353814	0.167853	0.256993	0.283123	0.512552	0.17542	1.42035	30.18527
130	-320262.3	-320167	-95.37067	0.555705	0.376723	0.379145	0.483573	0.696585	1.02369	0.692096	0.507621	0.170454	0.167958	0.518318	0.511944	0.249299	0.131987	0.584006	0.669064	0.800275	0.760214	0.00510563	0.292153	0.226868	0.224932	0.094581	0.0259093	0.75768	0.584417	0.513828	0.736434	0.663791	1.06458	0.633627	0.132397	0.0859966	0.0774549	0.109501	0.0667278	0.109138	0.00317761	0.00717499	0.80785	0.0656597	0.085464	0.60883	0.558159	0.670458	1.37297	0.461282	0.717622	0.110631	0.0702588	0.0832228	0.619841	0.0390849	0.0261048	0.0468433	0.0733442	0.3707	0.112712	0.173205	0.0933374	0.218192	0.64827	0.179292	0.0432426	0.330441	0.104287	0.227294	0.117797	0.0786352	0.462072	0.0914395	0.144338	0.101922	0.217302	0.20074	0.155456	0.110087	0.34305	0.0733035	0.0800661	0.11309	0.153448	0.33939	0.393983	0.187218	0.267173	0.229443	0.552495	0.0578761	1.17728	30.26033
140	-320255.4	-320159.3	-96.13294	0.603844	0.399421	0.348094	0.51268	0.628451	0.958533	0.714251	0.516175	0.182634	0.174717	0.507148	0.488168	0.238781	0.133921	0.642296	0.679881	0.705483	0.769668	0.0194567	0.284214	0.213023	0.248348	0.057237	0.0197679	0.717849	0.60565	0.499299	0.817989	0.629127	1.0273	0.658845	0.1475	0.08042	0.0662417	0.112589	0.0704826	0.106403	0.00405578	0.00594924	0.820013	0.0567138	0.0834704	0.625951	0.592749	0.688851	1.39552	0.464802	0.719142	0.130508	0.0578382	0.0958387	0.618035	0.0396537	0.0294903	0.0521676	0.063838	0.382019	0.125767	0.177002	0.122934	0.215334	0.664808	0.168365	0.0779432	0.30801	0.136824	0.22229	0.104105	0.0817605	0.350301	0.138494	0.171351	0.0606653	0.200981	0.227258	0.109091	0.100428	0.328311	0.0817655	0.0960125	0.0796153	0.137423	0.363018	0.40445	0.205182	0.210316	0.319467	0.480838	0.0960616	1.25789	30.33656
150	-320257.3	-320163	-94.24933	0.69889	0.385393	0.344274	0.51299	0.736827	1.01813	0.691775	0.492217	0.168651	0.175864	0.492475	0.494706	0.253573	0.154199	0.598356	0.671968	0.714479	0.748365	0.00197769	0.33332	0.215948	0.243384	0.0654051	0.0261906	0.735944	0.584885	0.506259	0.807444	0.632976	1.02769	0.670585	0.139582	0.0843224	0.0687482	0.106601	0.0657202	0.10584	0.00340911	0.00603749	0.803574	0.0827756	0.0697827	0.641988	0.596379	0.704531	1.3572	0.457942	0.67136	0.11619	0.0615545	0.102057	0.600041	0.0405498	0.0284909	0.0471866	0.0541359	0.379715	0.105774	0.162622	0.148001	0.213248	0.684762	0.131607	0.0759829	0.307118	0.173804	0.202514	0.106799	0.0713589	0.382456	0.09737	0.152755	0.044268	0.234298	0.195839	0.118219	0.109105	0.347218	0.078308	0.0742744	0.0936657	0.172548	0.333817	0.339909	0.207768	0.251772	0.244876	0.433608	0.0541123	1.19756	30.1482
160	-320266.2	-320170.3	-95.92918	0.36692	0.35506	0.386425	0.531659	0.697825	1.02752	0.69861	0.507516	0.171339	0.179019	0.506637	0.52196	0.195362	0.211842	0.56122	0.677243	0.840145	0.80172	0.00163134	0.340997	0.210745	0.236989	0.0713137	0.0212173	0.760901	0.5717	0.504816	0.783139	0.644007	1.02941	0.623434	0.139969	0.0734723	0.0686898	0.0965466	0.0706017	0.0977093	0.00430745	0.00499521	0.793139	0.0766853	0.0754204	0.593225	0.575066	0.68607	1.40669	0.473427	0.64665	0.1509	0.0607459	0.108882	0.62437	0.0402485	0.0265627	0.0563591	0.0583612	0.362738	0.101749	0.166342	0.112945	0.245725	0.640163	0.14097	0.0934513	0.321368	0.109983	0.20585	0.0751434	0.102037	0.45791	0.0454906	0.157614	0.108637	0.165384	0.153438	0.141668	0.0974526	0.334931	0.0647232	0.111825	0.103845	0.146855	0.353749	0.347485	0.193161	0.222356	0.281463	0.490354	0.124534	1.48743	30.31618
170	-320276.8	-320187.8	-88.95881	0.333483	0.36241	0.356973	0.550327	0.667197	0.892501	0.647586	0.544607	0.182756	0.152938	0.475264	0.496606	0.221211	0.173385	0.562707	0.662202	0.747039	0.733574	0.0256433	0.2573	0.217307	0.230566	0.0833875	0.0190531	0.740661	0.582856	0.487959	0.758995	0.664866	1.05757	0.644585	0.126555	0.0752404	0.0649149	0.112538	0.0666758	0.0928589	0.00312556	0.00530856	0.818513	0.0778739	0.086792	0.633605	0.61311	0.690816	1.32982	0.446827	0.658861	0.130879	0.0522725	0.116417	0.586446	0.0374938	0.0330083	0.0481034	0.0720407	0.363107	0.114216	0.181225	0.0787643	0.210528	0.622756	0.162307	0.028565	0.316769	0.144657	0.204802	0.125376	0.0395762	0.45651	0.0273572	0.134862	0.0734288	0.186413	0.168155	0.14066	0.0935633	0.342321	0.0796541	0.0979885	0.0919239	0.138929	0.394589	0.369142	0.218581	0.216184	0.320107	0.456896	0.16572	1.3399	29.61915
180	-320262.4	-320167.4	-94.97002	0.674467	0.376165	0.381083	0.536246	0.685733	0.967602	0.64726	0.511696	0.19501	0.15686	0.49009	0.522682	0.190767	0.168102	0.640945	0.649593	0.749022	0.817946	0.0239402	0.32989	0.218538	0.225889	0.0832876	0.0292637	0.695306	0.551187	0.492856	0.787487	0.674424	1.02722	0.638618	0.130182	0.0761983	0.0658765	0.103298	0.0675325	0.104112	0.00322194	0.00514663	0.80813	0.0698028	0.0830891	0.614978	0.604826	0.67068	1.47437	0.447071	0.665623	0.122392	0.0541121	0.0784006	0.630722	0.0400711	0.0299863	0.0524896	0.0675941	0.368841	0.132555	0.190255	0.102447	0.185501	0.647854	0.140148	0.0246846	0.355468	0.140071	0.203106	0.116203	0.0767402	0.384894	0.0945216	0.123771	0.0809605	0.23308	0.210187	0.0858955	0.0965494	0.366785	0.0833176	0.0665157	0.126027	0.142264	0.338332	0.356027	0.177341	0.247342	0.276842	0.503626	0.146084	1.18695	30.22027
190	-320266.9	-320174.6	-92.27433	0.481355	0.368397	0.371587	0.541822	0.616293	0.982701	0.707557	0.504782	0.18413	0.154676	0.463973	0.487467	0.225731	0.16636	0.597078	0.694094	0.755617	0.808405	0.0442174	0.281002	0.230733	0.229978	0.0898841	0.019894	0.720048	0.512823	0.509713	0.76608	0.63199	0.973073	0.628617	0.149414	0.0805572	0.0715485	0.0979798	0.0657382	0.0987563	0.0012996	0.00792118	0.819467	0.06909	0.0794104	0.655486	0.589586	0.695182	1.41205	0.43905	0.654851	0.122124	0.0614411	0.0935172	0.613349	0.0366262	0.026014	0.048835	0.0491554	0.368329	0.116676	0.154915	0.165615	0.21509	0.635692	0.161151	0.0298686	0.381836	0.144581	0.220953	0.117316	0.0716551	0.373876	0.141358	0.120518	0.0843533	0.220536	0.186982	0.138066	0.116813	0.351902	0.0624747	0.0718678	0.108368	0.168905	0.359129	0.323445	0.208287	0.26125	0.268634	0.460332	0.147465	1.20394	29.9507
200	-320252.9	-320159	-93.88087	0.602225	0.355507	0.39483	0.492331	0.702739	1.00077	0.728694	0.520685	0.193423	0.16489	0.481727	0.50562	0.223439	0.145387	0.579164	0.670485	0.786963	0.774513	0.0726138	0.315612	0.240471	0.246561	0.0568562	0.0286231	0.745692	0.560066	0.50042	0.750738	0.647848	1.02469	0.638167	0.139769	0.0811418	0.0698483	0.114161	0.0713983	0.100945	0.0029726	0.00509585	0.796884	0.0722129	0.0854969	0.644505	0.559476	0.694503	1.34515	0.444201	0.691949	0.115081	0.0628909	0.0837669	0.627874	0.0380581	0.0339269	0.0463352	0.0662216	0.374136	0.139941	0.14156	0.148395	0.232037	0.647653	0.174843	0.0172884	0.312137	0.117801	0.19995	0.106576	0.0794192	0.320185	0.164738	0.158969	0.0472123	0.196381	0.16123	0.147503	0.116077	0.358374	0.0675343	0.0823993	0.0937215	0.142125	0.359077	0.381009	0.193611	0.24893	0.262699	0.464254	0.1338	1.17417	30.11135
210	-320260.9	-320165.1	-95.81963	0.520875	0.362351	0.364861	0.526115	0.707111	0.964975	0.748429	0.537365	0.184712	0.177697	0.480391	0.495542	0.23773	0.123256	0.624202	0.658424	0.74804	0.774513	0.0178932	0.336029	0.236027	0.262795	0.080501	0.0156367	0.773158	0.540311	0.520975	0.802721	0.639152	1.05419	0.674079	0.143641	0.0855351	0.0670396	0.103527	0.0683166	0.110869	0.00469072	0.00410327	0.813596	0.0692975	0.0862906	0.625904	0.577333	0.630134	1.46607	0.438309	0.669578	0.121695	0.0702287	0.103992	0.620902	0.0344188	0.0260243	0.0545634	0.0557394	0.344092	0.0837028	0.167826	0.142954	0.185981	0.639233	0.135507	0.0236734	0.31038	0.133509	0.193641	0.124134	0.047522	0.330589	0.199099	0.180445	0.0936739	0.176754	0.221383	0.0812974	0.0985259	0.36825	0.0715387	0.0864328	0.121109	0.155421	0.335899	0.360223	0.195206	0.24884	0.258982	0.530198	0.17404	1.24331	30.30523
220	-320263.2	-320166.9	-96.31599	0.707613	0.359113	0.387885	0.534039	0.67778	0.960501	0.69322	0.495726	0.184579	0.169585	0.475645	0.535493	0.247898	0.173379	0.595024	0.657035	0.759364	0.735958	0.0192315	0.279581	0.232908	0.269438	0.0790383	0.0225228	0.7615	0.591368	0.509137	0.762915	0.646125	1.08487	0.660178	0.140797	0.0810712	0.0626713	0.113513	0.0741322	0.0976116	0.00291511	0.00841016	0.813082	0.061792	0.089341	0.629092	0.593478	0.651413	1.3299	0.418397	0.700202	0.11435	0.0671576	0.0803486	0.617531	0.0405085	0.0256567	0.0478868	0.0537408	0.355232	0.125813	0.188351	0.0996644	0.214792	0.663871	0.256789	0.0144662	0.339854	0.138987	0.204041	0.0928142	0.0480002	0.408445	0.110653	0.179795	0.0903097	0.136241	0.212442	0.114076	0.0997682	0.364055	0.0718211	0.0915246	0.108263	0.138616	0.38359	0.417566	0.199442	0.24827	0.297275	0.491334	0.0972271	1.16783	30.35487
230	-320262.6	-320166.1	-96.51593	0.718348	0.355371	0.375901	0.520401	0.666731	0.943356	0.726147	0.506437	0.174546	0.192088	0.489709	0.518263	0.275955	0.174521	0.61672	0.623055	0.7313	0.782591	0.00125331	0.278469	0.241089	0.243782	0.0881949	0.0143852	0.750034	0.542145	0.490251	0.770288	0.6626	1.01703	0.666416	0.131741	0.0779464	0.0685662	0.111167	0.0688102	0.102864	0.00306101	0.00465497	0.779007	0.0724135	0.0929171	0.644891	0.620826	0.671289	1.35932	0.440363	0.659836	0.134722	0.0753041	0.0924093	0.573972	0.0372947	0.0289773	0.055202	0.0601988	0.378709	0.110117	0.162473	0.123733	0.200511	0.64426	0.226569	0.0072229	0.3291	0.15101	0.236969	0.090224	0.0593846	0.396069	0.0946999	0.155423	0.117067	0.195813	0.142742	0.170419	0.108112	0.327891	0.0622224	0.088346	0.0840217	0.173903	0.351347	0.38974	0.185219	0.233239	0.277856	0.525967	0.117667	1.33167	30.37486
240	-320257.4	-320160.4	-96.99861	0.513394	0.377065	0.381912	0.540271	0.668554	0.95071	0.725696	0.485506	0.168419	0.171197	0.481192	0.507958	0.231825	0.144778	0.595295	0.681316	0.754035	0.767328	0.061822	0.31534	0.229253	0.261842	0.0720463	0.0178734	0.768978	0.556567	0.470009	0.744677	0.658513	1.02792	0.658328	0.148022	0.0796779	0.0639341	0.0995632	0.0719138	0.112637	0.00369328	0.00539539	0.819054	0.0625388	0.0961734	0.620392	0.599757	0.710341	1.38455	0.450884	0.711536	0.132737	0.0699923	0.0820435	0.64392	0.0318382	0.032743	0.054787	0.0582977	0.336781	0.110115	0.155424	0.148873	0.200441	0.69379	0.189978	0.00519704	0.332874	0.150861	0.220722	0.133822	0.0423914	0.238686	0.248398	0.140186	0.10816	0.178892	0.209432	0.134073	0.0952719	0.349864	0.0814217	0.0793887	0.0981398	0.153556	0.309077	0.357022	0.202026	0.244748	0.261253	0.518161	0.175176	1.38289	30.42313
